episode,total_reward,episode_length,success,actor_loss,critic_loss,dry_mass,fuel_mass_init,self_fuel_end,phase_switched,efficiency
713,896.8040,600,1,-89.1832,14.2495,546,0,0.1798,1,0.9968
714,897.2211,600,1,-89.4065,13.9144,546,0,0.1666,1,0.9979
715,824.6978,600,1,-89.6869,13.7251,546,0,0.1413,1,0.9977
716,902.4498,600,1,-89.6171,12.9800,546,0,0.1779,1,0.9980
717,867.1674,600,1,-89.7445,13.4901,546,0,0.1660,1,0.9977
718,1007.1281,600,1,-89.8450,13.1625,546,0,0.2482,1,0.9964
719,629.0562,600,1,-89.8857,12.3236,546,0,0.1817,1,0.9968
720,995.1896,600,1,-89.6824,13.2102,546,0,0.1869,1,0.9972
721,941.8148,600,1,-89.8658,11.9180,546,0,0.1205,1,0.9979
722,9.6480,176,0,-89.1953,17.1727,546,65,0.7228,0,0.9963
723,508.9773,600,1,-89.9780,12.9223,546,0,0.2529,1,0.9982
724,694.3785,600,1,-89.8956,13.5940,546,0,0.1729,1,0.9949
725,969.1682,600,1,-90.1679,12.4166,546,0,0.1976,1,0.9959
726,894.7049,600,1,-90.2701,11.4877,546,0,0.1559,1,0.9976
727,3.2159,101,0,-90.7654,8.8476,546,91,0.8454,1,0.9953
728,887.9046,600,1,-90.3829,12.3568,546,0,0.1672,1,0.9953
729,816.3907,600,1,-90.1387,12.2194,546,0,0.0914,1,0.9980
730,973.2809,600,1,-90.6252,13.3480,546,0,0.1629,1,0.9944
731,944.8328,600,1,-90.7067,13.2598,546,0,0.1416,1,0.9970
732,972.8363,600,1,-90.9906,11.0311,546,0,0.1126,1,0.9972
733,929.6357,600,1,-90.9116,12.3952,546,0,0.1146,1,0.9977
734,858.0406,600,1,-91.2225,13.5803,546,0,0.1207,1,0.9977
735,1011.9729,600,1,-91.1763,11.7502,546,0,0.1354,1,0.9940
736,882.9818,600,1,-90.8468,11.8774,546,0,0.2063,1,0.9949
737,500.1035,600,1,-91.7363,13.1135,546,0,0.1125,1,0.9971
738,13.9376,246,0,-91.3681,12.0127,546,4,0.6113,0,0.9972
739,938.3018,600,1,-91.4757,12.3729,546,0,0.2247,1,0.9980
740,823.8037,600,1,-91.5726,12.7399,546,0,0.1666,1,0.9980
741,734.2944,600,1,-91.9164,12.5465,546,0,0.3956,1,0.9944
742,926.0559,600,1,-91.8528,15.3543,546,0,0.1318,1,0.9967
743,812.9240,600,1,-92.2008,13.8145,546,0,0.1325,1,0.9973
744,908.6081,600,1,-92.1314,12.7403,546,0,0.0955,1,0.9979
745,750.9176,600,1,-92.0907,12.9895,546,0,0.2176,1,0.9982
746,658.8187,600,1,-92.1832,13.0995,546,0,0.1229,1,0.9961
747,860.1013,600,1,-92.1215,13.6512,546,0,0.0806,1,0.9978
748,909.2013,600,1,-92.1461,12.6577,546,0,0.0982,1,0.9982
749,941.9675,600,1,-92.0415,12.7318,546,0,0.2962,1,0.9971
750,880.5502,600,1,-92.1564,12.7185,546,0,0.1873,1,0.9952
751,567.8805,600,1,-92.4381,13.5211,546,0,0.1262,1,0.9972
752,13.5680,240,0,-92.2851,12.1316,546,27,0.6487,0,0.9968
753,944.0212,600,1,-92.7495,14.8336,546,0,0.1063,1,0.9948
754,16.1335,226,0,-92.8286,13.5467,546,4,0.6554,0,0.9979
755,900.7391,600,1,-92.8453,13.3513,546,0,0.2189,1,0.9983
756,17.5991,600,0,-93.1092,14.8691,546,49,0.1684,1,0.9926
757,906.6654,600,1,-92.8488,16.5996,546,0,0.1306,1,0.9984
758,738.4906,600,1,-92.9272,15.0390,546,0,0.1268,1,0.9963
759,628.6159,600,1,-92.9577,14.8122,546,0,0.0924,1,0.9970
760,935.9353,600,1,-92.8266,15.1749,546,0,0.0788,1,0.9985
761,619.1165,600,1,-92.8917,14.1294,546,0,0.1185,1,0.9966
762,462.2971,600,1,-92.6351,14.8276,546,0,0.1571,1,0.9964
763,15.9007,600,0,-92.4125,14.4632,546,69,0.2758,1,0.9891
764,853.2496,600,1,-91.9950,14.9100,546,0,0.0936,1,0.9979
765,955.1309,600,1,-92.1585,14.4316,546,0,0.1269,1,0.9979
766,12.2875,273,0,-91.6346,13.9009,546,26,0.5871,1,0.9974
767,176.0858,600,1,-92.1842,14.9398,546,0,0.1866,1,0.9948
768,899.1825,600,1,-92.4100,13.8314,546,0,0.2256,1,0.9963
769,920.3790,600,1,-92.1313,13.9889,546,0,0.1230,1,0.9984
770,836.6683,600,1,-92.1879,15.2139,546,0,0.2089,1,0.9980
771,685.0948,600,1,-92.0310,16.7783,546,0,0.0348,1,0.9961
772,859.6344,600,1,-92.0971,15.6394,546,0,0.1950,1,0.9977
773,9.6763,332,0,-92.3824,14.6154,546,83,0.4854,1,0.9928
774,827.9328,600,1,-92.1152,15.9042,546,0,0.1382,1,0.9981
775,850.4830,600,1,-91.7811,15.4395,546,0,0.1263,1,0.9977
776,836.5406,600,1,-91.5536,16.7543,546,0,0.0843,1,0.9942
777,726.9051,600,1,-92.2265,15.2616,546,0,0.1281,1,0.9976
778,880.8245,600,1,-92.1207,17.9146,546,0,0.2171,1,0.9977
779,867.4817,600,1,-91.9855,15.7631,546,0,0.2643,1,0.9959
780,936.6540,600,1,-92.2299,12.5368,546,0,0.1665,1,0.9977
781,590.4051,600,1,-92.7095,13.4861,546,0,0.2036,1,0.9965
782,797.6660,600,1,-92.2060,15.7524,546,0,0.2419,1,0.9947
783,659.2605,600,1,-92.2135,14.4873,546,0,0.2408,1,0.9965
784,9.2396,92,0,-92.1277,13.1033,546,27,0.8582,0,0.9979
785,7.2749,121,0,-91.2918,17.2689,546,87,0.8164,0,0.9983
786,732.6003,600,1,-92.1400,16.3186,546,0,0.1079,1,0.9967
787,681.5103,600,1,-92.0481,15.3330,546,0,0.1768,1,0.9964
788,961.4705,600,1,-92.4910,13.4159,546,0,0.1871,1,0.9956
789,971.4995,600,1,-92.0708,14.7298,546,0,0.1416,1,0.9958
790,688.9365,600,1,-92.2126,15.0318,546,0,0.1657,1,0.9968
791,857.5562,600,1,-91.7833,13.9067,546,0,0.0785,1,0.9979
792,6.4609,231,0,-91.6681,16.4409,546,113,0.6269,1,0.9955
793,11.4003,206,0,-91.3621,14.5856,546,58,0.6721,0,0.9966
794,991.5764,600,1,-91.1498,15.9591,546,0,0.1756,1,0.9977
795,13.4959,239,0,-90.9917,15.0346,546,18,0.6320,0,0.9969
796,839.9571,600,1,-90.4856,14.5112,546,0,0.1171,1,0.9982
797,1006.9377,600,1,-90.3993,14.9472,546,0,0.1784,1,0.9954
798,642.8458,600,1,-90.2893,15.3166,546,0,0.2276,1,0.9968
799,918.4222,600,1,-90.6691,14.6503,546,0,0.1366,1,0.9950
800,7.2104,245,0,-89.8636,12.9489,484,114,0.6251,1,0.9952
801,742.7603,600,1,-90.0041,13.8003,484,0,0.1302,1,0.9962
802,5.3283,172,0,-89.8433,11.0552,484,80,0.7243,1,0.9953
803,552.6771,600,1,-89.4905,15.5080,484,0,0.1230,1,0.9962
804,964.4749,600,1,-89.1653,12.9992,484,0,0.1574,1,0.9963
805,5.1592,118,0,-88.8709,11.4229,484,97,0.8250,0,0.9974
806,982.0720,600,1,-88.8920,13.6580,484,0,0.1819,1,0.9965
807,1006.1221,600,1,-88.9431,12.9564,484,0,0.1873,1,0.9973
808,815.6639,600,1,-88.7961,14.1792,484,0,0.2474,1,0.9977
809,934.8399,600,1,-88.9107,14.9685,484,0,0.2771,1,0.9979
810,994.2750,600,1,-89.1180,13.7494,484,0,0.1414,1,0.9933
811,666.0682,600,1,-88.9446,12.7215,484,0,0.2253,1,0.9968
812,12.9488,199,0,-88.9059,12.5165,484,42,0.6937,0,0.9986
813,882.3901,600,1,-88.7651,15.2148,484,0,0.1119,1,0.9977
814,862.4502,600,1,-88.6521,12.6668,484,0,0.1956,1,0.9977
815,858.6007,600,1,-88.7357,13.1394,484,0,0.1741,1,0.9981
816,814.4551,600,1,-88.3462,14.5095,484,0,0.1611,1,0.9949
817,828.4731,600,1,-87.8810,13.5872,484,0,0.1412,1,0.9949
818,986.6274,600,1,-88.1898,12.7896,484,0,0.2706,1,0.9938
819,1020.2247,600,1,-88.4003,12.8792,484,0,0.0653,1,0.9989
820,891.2865,600,1,-87.5343,12.9755,484,0,0.0542,1,0.9983
821,269.1037,600,1,-87.9837,12.2627,484,0,0.2056,1,0.9960
822,770.8114,600,1,-88.3446,13.1009,484,0,0.1016,1,0.9962
823,897.3458,600,1,-88.6219,12.2039,484,0,0.1430,1,0.9957
824,18.8240,600,0,-88.7614,12.9071,484,37,0.1824,1,0.9576
825,948.9169,600,1,-88.6276,13.4927,484,0,0.1284,1,0.9955
826,9.3972,340,0,-88.0525,14.7798,484,101,0.5025,1,0.9946
827,750.7623,600,1,-88.4910,13.3306,484,0,0.1500,1,0.9978
828,685.0851,600,1,-88.4657,12.6918,484,0,0.1746,1,0.9970
829,23.6568,600,0,-88.6922,13.0399,484,5,0.3315,1,0.9963
830,11.5559,145,0,-88.3582,12.6859,484,30,0.7688,0,0.9976
831,848.4650,600,1,-88.2993,14.0940,484,0,0.2217,1,0.9913
832,818.7833,600,1,-88.7177,13.4464,484,0,0.0997,1,0.9955
833,810.0146,600,1,-88.2905,13.0966,484,0,0.2190,1,0.9982
834,829.2015,600,1,-88.4551,12.6366,484,0,0.0212,1,0.9976
835,938.0236,600,1,-88.1816,11.6962,484,0,0.0974,1,0.9965
836,18.2383,600,0,-88.2233,12.0974,484,42,0.1578,1,0.9824
837,1016.9673,600,1,-88.1737,11.9227,484,0,0.1420,1,0.9960
838,768.0898,600,1,-88.2632,11.8144,484,0,0.2397,1,0.9972
839,9.1218,117,0,-87.6047,11.9716,484,35,0.8161,0,0.9976
840,933.7324,600,1,-88.3400,11.6161,484,0,0.1601,1,0.9951
841,856.6643,600,1,-87.8961,11.8307,484,0,0.1710,1,0.9976
842,880.1420,600,1,-87.4717,11.8655,484,0,0.0800,1,0.9976
843,840.8107,600,1,-87.8171,11.3430,484,0,0.0671,1,0.9976
844,606.1356,600,1,-87.3360,12.4435,484,0,0.0837,1,0.9960
845,18.1985,600,0,-87.0476,11.9894,484,85,0.2591,1,0.9923
846,930.6544,600,1,-87.3126,12.8127,484,0,0.2080,1,0.9981
847,1038.0074,600,1,-87.1541,12.3811,484,0,0.1771,1,0.9960
848,914.4562,600,1,-87.0551,12.0698,484,0,0.1845,1,0.9966
849,10.2609,187,0,-86.6260,13.1429,484,32,0.7136,0,0.9961
850,695.3402,600,1,-87.0394,11.8294,484,0,0.1207,1,0.9962
851,760.1653,600,1,-87.3152,11.8228,484,0,0.1488,1,0.9957
852,900.1847,600,1,-87.0316,12.1261,484,0,0.1488,1,0.9976
853,929.9767,600,1,-87.3974,11.5486,484,0,0.2358,1,0.9958
854,595.9229,600,1,-87.5420,12.6548,484,0,0.0792,1,0.9963
855,888.9045,600,1,-87.4127,11.4501,484,0,0.1138,1,0.9970
856,964.6529,600,1,-87.1914,12.1993,484,0,0.2255,1,0.9979
857,14.9943,185,0,-87.3987,13.0292,484,14,0.7047,0,0.9975
858,634.3061,600,1,-87.2726,12.2428,484,0,0.2358,1,0.9971
859,6.0712,117,0,-87.3621,11.3467,484,95,0.8313,0,0.9976
860,838.9352,600,1,-87.0793,13.2688,484,0,0.2838,1,0.9968
861,657.2429,600,1,-86.9581,13.4120,484,0,0.2203,1,0.9969
862,818.5357,600,1,-86.8929,12.4490,484,0,0.1199,1,0.9987
863,836.2154,600,1,-87.4083,11.1101,484,0,0.1072,1,0.9988
864,920.8838,600,1,-86.8128,11.3487,484,0,0.1952,1,0.9927
865,944.2731,600,1,-87.0455,12.1773,484,0,0.2860,1,0.9852
866,991.6070,600,1,-87.0164,12.1064,484,0,0.2044,1,0.9954
867,912.7904,600,1,-87.3964,11.8156,484,0,0.1430,1,0.9976
868,771.9680,600,1,-87.6579,12.7337,484,0,0.1816,1,0.9976
869,961.2242,600,1,-87.6360,11.4402,484,0,0.2160,1,0.9985
870,766.6849,600,1,-87.8682,12.2246,484,0,0.1961,1,0.9981
871,857.5096,600,1,-87.8032,12.6899,484,0,0.1327,1,0.9984
872,16.5861,600,0,-87.5232,12.5084,484,56,0.1855,1,0.9907
873,4.5368,151,0,-86.7983,11.7487,484,128,0.7592,1,0.9953
874,878.5218,600,1,-86.9581,11.5145,484,0,0.2080,1,0.9981
875,933.3585,600,1,-87.2282,11.5216,484,0,0.2075,1,0.9963
876,934.4618,600,1,-87.1545,11.3172,484,0,0.1946,1,0.9964
877,6.1474,61,0,-88.2926,10.6685,484,83,0.9058,0,0.9985
878,586.5562,600,1,-86.9602,12.3780,484,0,0.1386,1,0.9968
879,972.7820,600,1,-87.0787,12.0818,484,0,0.0747,1,0.9978
880,835.8538,600,1,-87.0690,11.3677,484,0,0.2077,1,0.9951
881,888.2975,600,1,-86.8360,11.1993,484,0,0.1473,1,0.9977
882,9.6643,177,0,-86.7766,10.4945,484,60,0.7263,0,0.9972
883,971.9395,600,1,-86.8921,12.7159,484,0,0.1380,1,0.9974
884,365.5327,600,1,-86.4690,11.1029,484,0,0.1558,1,0.9955
885,15.8213,600,0,-86.7772,11.2134,484,87,0.1433,1,0.9822
886,924.5368,600,1,-86.5843,12.2078,484,0,0.1844,1,0.9979
887,674.9283,600,1,-86.6388,11.7967,484,0,0.1705,1,0.9967
888,999.7254,600,1,-86.3735,11.4787,484,0,0.1660,1,0.9980
889,903.8542,600,1,-86.7820,11.8426,484,0,0.1196,1,0.9955
890,854.5822,600,1,-86.2851,12.5511,484,0,0.0477,1,0.9975
891,5.2898,177,0,-85.9218,12.4137,484,99,0.7342,1,0.9947
892,17.3127,600,0,-86.4186,10.9371,484,46,0.1596,1,0.9877
893,501.7601,600,1,-86.2315,10.7336,484,0,0.1990,1,0.9928
894,904.6949,600,1,-86.4988,11.8534,484,0,0.1881,1,0.9969
895,21.7530,600,0,-86.0396,10.5300,484,11,0.4309,1,0.9954
896,13.2769,125,0,-86.3502,10.7771,484,6,0.8043,0,0.9978
897,952.6638,600,1,-86.1873,11.9515,484,0,0.0609,1,0.9982
898,22.6220,600,0,-86.0499,11.3646,484,5,0.1809,1,0.9946
899,15.3065,269,0,-85.4331,11.7841,484,32,0.5812,0,0.9966
900,4.7061,110,0,-86.1546,10.9910,518,91,0.8299,0,0.9979
901,907.7895,600,1,-85.7111,11.9250,518,0,0.1014,1,0.9970
902,955.1262,600,1,-85.6936,9.9201,518,0,0.1272,1,0.9976
903,14.2402,251,0,-85.6763,9.8224,518,12,0.6144,0,0.9969
904,805.9407,600,1,-85.3326,11.7016,518,0,0.1511,1,0.9976
905,312.3199,600,1,-85.5602,11.5424,518,0,0.1338,1,0.9958
906,923.1580,600,1,-85.6025,11.4254,518,0,0.2519,1,0.9982
907,11.4466,600,0,-85.1679,10.3876,518,143,0.2002,1,0.8983
908,804.2601,600,1,-85.2374,10.9623,518,0,0.1555,1,0.9982
909,563.0179,600,1,-85.2351,10.9222,518,0,0.1603,1,0.9971
910,824.6074,600,1,-85.7525,12.0089,518,0,0.1868,1,0.9982
911,11.3599,204,0,-85.8943,10.9655,518,43,0.6864,0,0.9962
912,1004.8164,600,1,-85.3977,11.7830,518,0,0.1813,1,0.9972
913,714.9522,600,1,-85.6515,12.3155,518,0,0.1963,1,0.9966
914,785.9184,600,1,-85.5109,11.9469,518,0,0.1110,1,0.9982
915,880.9946,600,1,-85.6198,11.1514,518,0,0.2815,1,0.9983
916,939.3027,600,1,-85.9928,11.7942,518,0,0.0548,1,0.9977
917,944.0539,600,1,-85.2823,12.0395,518,0,0.1590,1,0.9982
918,1025.8752,600,1,-85.6559,11.1745,518,0,0.1821,1,0.9962
919,11.7386,121,0,-85.5721,9.7793,518,12,0.8053,0,0.9983
920,852.1326,600,1,-85.7333,10.8365,518,0,0.1191,1,0.9960
921,656.1508,600,1,-85.4120,10.6454,518,0,0.2139,1,0.9941
922,999.3721,600,1,-85.5802,11.2588,518,0,0.1918,1,0.9976
923,934.5382,600,1,-85.9531,12.7018,518,0,0.1577,1,0.9978
924,708.2983,600,1,-85.8194,11.2096,518,0,0.1860,1,0.9906
925,941.1996,600,1,-86.1234,12.5781,518,0,0.0427,1,0.9983
926,959.0785,600,1,-85.5217,10.9179,518,0,0.1577,1,0.9979
927,842.9967,600,1,-85.5838,11.2822,518,0,0.1222,1,0.9973
928,651.0122,600,1,-85.3940,10.9593,518,0,0.1508,1,0.9962
929,655.8200,600,1,-85.8251,10.5828,518,0,0.1607,1,0.9961
930,991.8110,600,1,-85.4355,11.3403,518,0,0.0376,1,0.9980
931,963.8864,600,1,-85.5786,10.5175,518,0,0.1065,1,0.9971
932,615.0725,600,1,-85.0837,9.8169,518,0,0.2828,1,0.9950
933,15.2917,170,0,-85.6757,10.7427,518,16,0.7323,0,0.9980
934,2.3908,67,0,-85.7531,9.2170,518,128,0.8901,1,0.9962
935,968.7291,600,1,-84.9998,11.6971,518,0,0.3109,1,0.9982
936,931.2592,600,1,-85.1007,11.6435,518,0,0.0654,1,0.9987
937,4.9845,99,0,-85.5826,10.4724,518,100,0.8421,0,0.9966
938,961.5293,600,1,-84.9939,12.8402,518,0,0.0574,1,0.9985
939,877.8295,600,1,-84.8145,12.0462,518,0,0.0927,1,0.9958
940,858.9554,600,1,-85.2972,11.6213,518,0,0.1922,1,0.9977
941,561.1871,600,1,-85.3152,11.0008,518,0,0.1563,1,0.9971
942,838.4825,600,1,-85.1217,10.7911,518,0,0.1300,1,0.9978
943,21.5471,600,0,-85.1121,12.1456,518,13,0.2891,1,0.9953
944,898.4255,600,1,-85.3213,11.7206,518,0,0.0731,1,0.9975
945,882.6878,600,1,-84.8915,11.8092,518,0,0.0406,1,0.9978
946,690.2196,600,1,-84.6008,10.9055,518,0,0.1374,1,0.9977
947,679.1414,600,1,-84.7540,11.3267,518,0,0.1310,1,0.9939
948,21.3702,600,0,-84.8600,11.0274,518,46,0.0536,1,0.9944
949,548.1824,600,1,-84.5635,10.3932,518,0,0.0983,1,0.9962
950,975.7142,600,1,-85.0472,10.2505,518,0,0.1853,1,0.9970
951,24.1270,600,0,-85.2028,10.6180,518,20,0.2388,1,0.9951
952,945.7370,600,1,-84.9562,11.1375,518,0,0.0790,1,0.9980
953,847.7003,600,1,-84.4997,10.9072,518,0,0.2421,1,0.9947
954,698.4994,600,1,-85.2816,10.3699,518,0,0.0989,1,0.9970
955,935.4207,600,1,-85.1322,10.7111,518,0,0.0792,1,0.9963
956,18.1524,600,0,-85.0324,10.8708,518,74,0.0932,1,0.9915
957,972.8681,600,1,-84.3445,10.1528,518,0,0.0675,1,0.9953
958,15.6584,188,0,-84.8140,9.6053,518,13,0.6977,0,0.9975
959,747.0750,600,1,-85.0055,11.8271,518,0,0.2071,1,0.9969
960,626.2753,600,1,-84.6436,11.6465,518,0,0.1155,1,0.9984
961,566.8074,600,1,-84.7602,11.0252,518,0,0.1701,1,0.9968
962,8.2679,153,0,-85.0750,13.8390,518,51,0.7568,0,0.9965
963,755.7357,600,1,-84.6636,11.9237,518,0,0.1529,1,0.9971
964,939.3627,600,1,-85.2118,11.7498,518,0,0.3162,1,0.9964
965,13.3084,148,0,-84.5830,11.2239,518,11,0.7711,0,0.9977
966,883.5397,600,1,-84.5591,11.8583,518,0,0.2713,1,0.9985
967,8.5373,110,0,-84.6563,8.4096,518,35,0.8235,0,0.9980
968,970.5424,600,1,-84.4382,11.9704,518,0,0.0677,1,0.9976
969,970.8500,600,1,-84.4232,11.9537,518,0,0.1930,1,0.9951
970,5.4179,106,0,-83.7518,10.7184,518,85,0.8372,0,0.9960
971,1015.0927,600,1,-84.1507,11.8264,518,0,0.2640,1,0.9934
972,19.8907,600,0,-84.3895,11.9994,518,10,0.1465,1,0.9795
973,6.3391,121,0,-83.6719,7.9993,518,68,0.8090,0,0.9969
974,948.5570,600,1,-84.0117,11.2233,518,0,0.1015,1,0.9977
975,16.1525,182,0,-83.8874,11.2467,518,4,0.7081,0,0.9977
976,925.6529,600,1,-83.4088,11.3040,518,0,0.0557,1,0.9980
977,872.0670,600,1,-83.6378,11.0807,518,0,0.2101,1,0.9974
978,15.3791,270,0,-82.8608,12.0147,518,2,0.5894,0,0.9963
979,13.7547,127,0,-82.6994,11.7600,518,19,0.8005,0,0.9987
980,1030.9325,600,1,-82.9394,12.0818,518,0,0.0769,1,0.9878
981,961.5299,600,1,-82.4887,11.2188,518,0,0.0803,1,0.9979
982,6.0794,117,0,-82.6414,9.6521,518,80,0.8133,0,0.9962
983,858.5001,600,1,-82.4040,11.5005,518,0,0.1403,1,0.9978
984,955.3718,600,1,-82.1186,11.4664,518,0,0.0345,1,0.9983
985,457.8331,600,1,-82.4163,11.4512,518,0,0.0893,1,0.9925
986,935.0580,600,1,-82.4790,11.2313,518,0,0.0369,1,0.9948
987,623.1400,600,1,-82.6653,11.2753,518,0,0.1501,1,0.9967
988,1002.2644,600,1,-82.5361,9.8261,518,0,0.1833,1,0.9978
989,116.0038,600,1,-82.4326,11.0076,518,0,0.0985,1,0.9961
990,902.5831,600,1,-82.5488,11.2647,518,0,0.2561,1,0.9929
991,866.3876,600,1,-82.2401,10.8342,518,0,0.0948,1,0.9974
992,986.9322,600,1,-82.5647,11.1499,518,0,0.1497,1,0.9970
993,17.1090,600,0,-82.5181,10.4415,518,56,0.2289,1,0.9903
994,588.6400,600,1,-82.3390,11.0371,518,0,0.0635,1,0.9980
995,1019.2427,600,1,-82.3105,10.7779,518,0,0.1295,1,0.9967
996,7.9102,147,0,-81.7659,10.6529,518,68,0.7572,0,0.9962
997,888.8963,600,1,-82.3961,10.5516,518,0,0.1216,1,0.9982
998,842.1158,600,1,-82.0851,11.0784,518,0,0.0719,1,0.9977
999,13.5085,443,0,-81.6760,10.1487,518,52,0.3831,1,0.9962
