episode,total_reward,episode_length,success,actor_loss,critic_loss,dry_mass,fuel_mass_init,self_fuel_end,phase_switched,efficiency
347,530.8856,600,1,-101.5744,21.1204,535,0,0.2685,1,0.9962
348,883.5047,600,1,-101.6490,22.2561,535,0,0.2689,1,0.9979
349,986.0338,600,1,-101.6059,23.2470,535,0,0.3295,1,0.9976
350,998.7805,600,1,-101.4690,23.3093,535,0,0.3890,1,0.9942
351,955.6673,600,1,-101.5761,23.1214,535,0,0.2345,1,0.9965
352,965.9158,600,1,-101.8502,23.4607,535,0,0.2884,1,0.9983
353,928.2529,600,1,-101.6753,22.3113,535,0,0.1528,1,0.9982
354,637.0701,600,1,-101.3041,21.6377,535,0,0.2918,1,0.9978
355,13.7260,158,0,-101.2333,28.0962,535,11,0.7675,0,0.9978
356,16.2888,285,0,-101.0740,23.4363,535,24,0.6292,0,0.9969
357,1014.2640,600,1,-100.9370,21.6290,535,0,0.3033,1,0.9971
358,12.4819,130,0,-100.9239,21.1967,535,17,0.8365,0,0.9987
359,936.3882,600,1,-100.9925,24.2158,535,0,0.2532,1,0.9987
360,17.3870,600,0,-100.6733,22.7803,535,57,0.4637,1,0.9931
361,863.2107,600,1,-100.9540,23.2970,535,0,0.2129,1,0.9955
362,910.6454,600,1,-100.7487,21.1087,535,0,0.1804,1,0.9981
363,978.1898,600,1,-101.0902,22.7731,535,0,0.2905,1,0.9976
364,20.8548,600,0,-101.1350,25.5974,535,48,0.2084,1,0.9944
365,12.3265,140,0,-100.3966,25.4065,535,22,0.8247,0,0.9979
366,955.1707,600,1,-100.9328,24.4293,535,0,0.1599,1,0.9979
367,629.3913,600,1,-100.8867,24.1942,535,0,0.2260,1,0.9968
368,1005.7166,600,1,-100.8418,21.9140,535,0,0.1737,1,0.9977
369,898.6534,600,1,-100.7424,21.1500,535,0,0.2415,1,0.9979
370,6.7472,128,0,-100.3175,18.3249,535,80,0.8255,0,0.9967
371,1007.1124,600,1,-100.3667,20.7125,535,0,0.3210,1,0.9950
372,907.3934,600,1,-100.3947,24.6878,535,0,0.3017,1,0.9984
373,7.8873,174,0,-100.0868,18.2212,535,42,0.7573,0,0.9973
374,950.6352,600,1,-100.6572,23.6779,535,0,0.2584,1,0.9980
375,812.0331,600,1,-100.4508,22.8895,535,0,0.1925,1,0.9987
376,553.3088,600,1,-100.0765,22.8304,535,0,0.5048,1,0.9977
377,644.9357,600,1,-100.2370,24.3898,535,0,0.2005,1,0.9976
378,6.9533,236,0,-100.1659,25.7642,535,88,0.6994,1,0.9942
379,949.1613,600,1,-99.9512,22.9090,535,0,0.2728,1,0.9977
380,7.2569,149,0,-100.5722,19.8616,535,92,0.7973,1,0.9982
381,1036.6269,600,1,-100.3625,25.0919,535,0,0.1828,1,0.9986
382,885.0379,600,1,-99.7703,23.8568,535,0,0.1901,1,0.9989
383,814.4214,600,1,-99.6435,21.9772,535,0,0.2019,1,0.9945
384,17.0632,600,0,-99.7259,21.2392,535,68,0.3504,1,0.9930
385,852.7460,600,1,-99.9845,21.9296,535,0,0.2653,1,0.9932
386,22.1057,600,0,-99.8543,23.7945,535,29,0.3110,1,0.9972
387,945.1979,600,1,-99.6595,23.4648,535,0,0.2675,1,0.9896
388,170.6376,600,1,-99.7316,23.1731,535,0,0.2745,1,0.9964
389,10.8325,120,0,-100.1460,23.0104,535,17,0.8266,0,0.9982
390,927.2650,600,1,-99.6285,20.8833,535,0,0.2477,1,0.9985
391,1023.5393,600,1,-99.9584,19.5980,535,0,0.1898,1,0.9982
392,916.3814,600,1,-99.8757,22.7826,535,0,0.2854,1,0.9981
393,17.1516,600,0,-100.1691,22.2689,535,39,0.2540,1,0.9833
394,739.0641,600,1,-100.2939,20.5103,535,0,0.2796,1,0.9968
395,933.3949,600,1,-100.2872,23.7458,535,0,0.1468,1,0.9979
396,16.5307,183,0,-99.8732,23.3464,535,4,0.7265,0,0.9984
397,866.3482,600,1,-99.9436,22.0621,535,0,0.1600,1,0.9976
398,74.9311,600,1,-100.1969,21.8068,535,0,0.1992,1,0.9952
399,1045.7172,600,1,-99.8594,25.0949,535,0,0.2560,1,0.9957
400,5.9931,200,0,-100.4136,18.4967,561,92,0.7214,1,0.9945
401,10.0416,128,0,-100.9760,26.5017,561,39,0.8246,0,0.9979
402,23.9746,600,0,-100.0130,23.2025,561,8,0.2242,1,0.9966
403,937.0964,600,1,-100.1878,21.0084,561,0,0.2198,1,0.9977
404,888.0724,600,1,-100.0849,22.1433,561,0,0.2277,1,0.9959
405,773.0907,600,1,-100.2250,21.4100,561,0,0.3007,1,0.9947
406,975.2594,600,1,-99.9599,22.7391,561,0,0.1977,1,0.9983
407,5.4854,107,0,-99.5829,15.9234,561,66,0.8386,0,0.9969
408,989.7648,600,1,-99.8971,21.5188,561,0,0.4203,1,0.9946
409,14.0197,150,0,-99.8282,18.4131,561,10,0.7772,0,0.9980
410,577.4442,600,1,-99.8676,26.4207,561,0,0.1854,1,0.9966
411,954.6479,600,1,-99.4778,20.2804,561,0,0.2800,1,0.9979
412,710.1965,600,1,-99.3800,22.6703,561,0,0.3126,1,0.9973
413,15.9288,196,0,-100.0710,21.3737,561,9,0.7335,0,0.9982
414,944.2228,600,1,-98.7594,22.7272,561,0,0.2203,1,0.9977
415,926.1252,600,1,-99.3332,22.2133,561,0,0.2298,1,0.9976
416,4.5723,92,0,-100.0432,20.2280,561,97,0.8681,0,0.9967
417,11.8679,166,0,-99.0847,24.6023,561,17,0.7508,0,0.9986
418,831.7847,600,1,-99.0365,21.6191,561,0,0.1652,1,0.9981
419,7.0733,237,0,-98.4979,27.6209,561,108,0.6681,1,0.9951
420,838.6864,600,1,-98.7478,24.7009,561,0,0.1120,1,0.9975
421,922.2659,600,1,-98.6657,20.7876,561,0,0.2540,1,0.9987
422,762.2760,600,1,-98.5231,23.1470,561,0,0.3374,1,0.9979
423,53.2611,600,1,-98.4379,23.2089,561,0,0.2400,1,0.9954
424,961.3555,600,1,-98.4694,19.9358,561,0,0.3306,1,0.9951
425,11.8417,131,0,-98.8026,19.3314,561,36,0.7959,0,0.9969
426,913.9117,600,1,-97.9991,19.7949,561,0,0.2446,1,0.9894
427,11.4428,205,0,-98.4536,22.4688,561,13,0.7089,0,0.9963
428,17.5106,600,0,-97.9425,21.2641,561,57,0.2267,1,0.9904
429,583.0536,600,1,-98.1825,20.1243,561,0,0.1919,1,0.9961
430,996.3797,600,1,-97.8963,20.9635,561,0,0.1216,1,0.9989
431,982.7692,600,1,-97.6854,21.0426,561,0,0.2002,1,0.9943
432,14.6848,353,0,-97.4081,18.4342,561,21,0.5069,1,0.9975
433,21.6247,600,0,-97.7256,21.0941,561,2,0.1206,1,0.9920
434,635.0641,600,1,-97.5053,19.7498,561,0,0.2404,1,0.9982
435,11.4997,206,0,-97.1410,22.0386,561,21,0.7121,0,0.9966
436,723.6702,600,1,-97.5119,23.3361,561,0,0.2377,1,0.9969
437,11.2383,142,0,-96.7411,20.9161,561,24,0.7972,0,0.9979
438,667.1008,600,1,-96.8408,21.9481,561,0,0.2851,1,0.9967
439,938.5961,600,1,-96.3305,19.5650,561,0,0.1794,1,0.9976
440,18.1882,600,0,-96.0358,20.3951,561,47,0.2150,1,0.9915
441,945.0624,600,1,-96.2229,20.8508,561,0,0.1265,1,0.9975
442,13.6737,242,0,-95.6349,20.8738,561,43,0.6436,0,0.9960
443,978.6534,600,1,-95.7041,19.3260,561,0,0.1945,1,0.9978
444,710.0439,600,1,-95.1254,20.4427,561,0,0.1327,1,0.9970
445,750.3134,600,1,-94.9392,19.3694,561,0,0.2164,1,0.9967
446,13.3816,237,0,-94.8921,19.2525,561,18,0.6653,0,0.9968
447,972.0760,600,1,-94.7845,19.1233,561,0,0.2178,1,0.9981
448,735.5305,600,1,-94.4341,18.7211,561,0,0.2670,1,0.9931
449,755.7423,600,1,-94.5719,17.2985,561,0,0.2235,1,0.9972
450,857.3140,600,1,-94.3927,21.3362,561,0,0.2594,1,0.9975
451,8.9627,100,0,-94.4995,22.8308,561,50,0.8449,0,0.9977
452,708.9606,600,1,-94.6136,19.7621,561,0,0.1762,1,0.9960
453,768.4622,600,1,-94.4273,18.2296,561,0,0.2263,1,0.9975
454,924.6731,600,1,-94.6850,20.0459,561,0,0.2553,1,0.9981
455,871.8702,600,1,-94.8402,18.5047,561,0,0.1998,1,0.9986
456,982.6751,600,1,-94.7373,18.7890,561,0,0.1317,1,0.9983
457,895.1843,600,1,-94.6349,17.2954,561,0,0.1015,1,0.9979
458,644.9406,600,1,-94.3520,19.3339,561,0,0.1944,1,0.9965
459,916.5449,600,1,-93.9082,17.6654,561,0,0.1171,1,0.9914
460,16.6784,186,0,-93.5325,16.1562,561,1,0.7289,0,0.9984
461,836.6254,600,1,-93.5504,20.0097,561,0,0.2793,1,0.9981
462,922.5797,600,1,-93.7655,16.5574,561,0,0.2549,1,0.9978
463,944.1056,600,1,-93.8511,17.7454,561,0,0.1497,1,0.9958
464,575.0051,600,1,-93.8139,18.8335,561,0,0.2615,1,0.9965
465,924.8242,600,1,-93.7613,19.7999,561,0,0.1801,1,0.9976
466,972.2982,600,1,-93.6077,20.1951,561,0,0.0889,1,0.9983
467,982.1465,600,1,-93.7928,16.2682,561,0,0.1491,1,0.9970
468,987.6578,600,1,-93.5560,17.6917,561,0,0.2864,1,0.9933
469,624.7502,600,1,-93.7532,18.8436,561,0,0.1028,1,0.9923
470,755.6655,600,1,-93.3011,16.0346,561,0,0.1760,1,0.9981
471,11.9108,118,0,-94.3550,12.4345,561,30,0.8218,0,0.9983
472,209.4883,600,1,-93.4326,18.1719,561,0,0.2944,1,0.9954
473,728.0854,600,1,-93.3623,17.2944,561,0,0.4276,1,0.9944
474,10.4984,101,0,-93.9204,17.5441,561,38,0.8533,0,0.9981
475,17.0701,600,0,-93.1977,19.7937,561,72,0.2009,1,0.9929
476,338.0785,600,1,-93.7295,16.0797,561,0,0.2187,1,0.9942
477,989.6188,600,1,-92.9177,16.7751,561,0,0.2228,1,0.9973
478,608.9326,600,1,-93.1440,15.5760,561,0,0.1636,1,0.9970
479,586.4597,600,1,-93.0767,18.3756,561,0,0.1978,1,0.9967
480,859.4098,600,1,-92.6904,17.9855,561,0,0.1813,1,0.9979
481,886.8766,600,1,-93.2231,17.0668,561,0,0.1931,1,0.9980
482,12.1835,153,0,-92.9815,17.5007,561,26,0.7694,0,0.9978
483,923.3583,600,1,-92.9160,18.0375,561,0,0.2241,1,0.9986
484,914.4084,600,1,-92.6986,16.3635,561,0,0.2489,1,0.9985
485,883.8640,600,1,-92.8593,16.5247,561,0,0.1885,1,0.9973
486,952.7940,600,1,-92.4319,17.9504,561,0,0.2542,1,0.9953
487,960.2379,600,1,-92.7316,16.6074,561,0,0.2195,1,0.9957
488,703.9926,600,1,-92.2715,16.1567,561,0,0.1137,1,0.9968
489,12.2671,153,0,-92.1167,14.0318,561,15,0.7653,0,0.9986
490,699.3463,600,1,-92.2707,17.4215,561,0,0.3324,1,0.9985
491,856.5332,600,1,-91.8145,17.5265,561,0,0.2830,1,0.9991
492,31.5408,600,1,-92.0867,15.8559,561,0,0.1749,1,0.9952
493,630.0560,600,1,-92.0547,17.9396,561,0,0.3383,1,0.9989
494,923.1557,600,1,-92.3282,15.7877,561,0,0.0932,1,0.9947
495,792.5725,600,1,-91.9745,17.1696,561,0,0.1061,1,0.9980
496,22.0639,600,0,-91.5421,18.0494,561,39,0.2758,1,0.9959
497,14.9006,143,0,-91.6208,18.3878,561,10,0.7926,0,0.9983
498,854.6711,600,1,-91.4430,15.7630,561,0,0.2374,1,0.9970
499,940.3474,600,1,-91.9367,17.5055,561,0,0.2151,1,0.9983
500,617.3047,600,1,-91.9845,16.0471,528,0,0.3125,1,0.9976
501,9.3688,107,0,-91.3763,15.2632,528,46,0.8486,0,0.9983
502,689.6176,600,1,-91.6915,15.8796,528,0,0.3186,1,0.9973
503,14.0635,174,0,-92.1695,15.3135,528,14,0.7573,0,0.9981
504,7.0014,132,0,-91.6394,15.2106,528,54,0.7956,0,0.9960
505,986.3977,600,1,-91.6918,17.8052,528,0,0.1651,1,0.9981
506,929.4353,600,1,-91.6146,16.0632,528,0,0.1517,1,0.9979
507,613.1371,600,1,-91.3736,16.7435,528,0,0.2064,1,0.9972
508,22.1350,600,0,-91.1517,15.0842,528,34,0.2330,1,0.9956
509,999.5314,600,1,-91.0005,15.5214,528,0,0.1613,1,0.9976
510,998.8165,600,1,-91.0827,15.8265,528,0,0.2106,1,0.9964
511,6.4477,228,0,-90.7259,15.1018,528,91,0.7153,1,0.9958
512,18.5904,600,0,-90.9627,14.5426,528,30,0.2116,1,0.9887
513,905.7811,600,1,-91.3388,16.7385,528,0,0.1281,1,0.9982
514,953.1330,600,1,-91.1221,17.0826,528,0,0.2122,1,0.9958
515,720.6011,600,1,-91.3770,16.2165,528,0,0.3759,1,0.9970
516,773.8907,600,1,-91.3558,17.0327,528,0,0.2326,1,0.9962
517,1012.4257,600,1,-91.2675,15.3103,528,0,0.1219,1,0.9962
518,838.1730,600,1,-90.8576,15.0125,528,0,0.3700,1,0.9986
519,973.2034,600,1,-90.6991,16.5137,528,0,0.3261,1,0.9973
520,917.9754,600,1,-91.0281,16.3665,528,0,0.2288,1,0.9983
521,925.9853,600,1,-91.4460,17.7915,528,0,0.1351,1,0.9977
522,844.9393,600,1,-91.3366,17.6559,528,0,0.1900,1,0.9971
523,993.1143,600,1,-91.5207,16.8278,528,0,0.2397,1,0.9916
524,836.8083,600,1,-90.9454,15.5054,528,0,0.1983,1,0.9983
525,11.5596,207,0,-91.2409,16.6361,528,29,0.7032,0,0.9963
526,13.9653,249,0,-91.0515,18.6600,528,37,0.6209,0,0.9962
527,899.8456,600,1,-90.7574,17.9416,528,0,0.3205,1,0.9967
528,881.5220,600,1,-91.3706,23.5801,528,0,0.0850,1,0.9983
529,938.8577,600,1,-91.0476,58.1731,528,0,0.1899,1,0.9976
530,975.4480,600,1,-91.1876,27.1279,528,0,0.2430,1,0.9967
531,583.2681,600,1,-90.8277,18.3910,528,0,0.1436,1,0.9964
532,963.1302,600,1,-90.9268,22.9163,528,0,0.1816,1,0.9975
533,1033.3594,600,1,-90.7010,40.6098,528,0,0.1203,1,0.9975
534,14.5238,173,0,-90.7635,24.1471,528,21,0.7396,0,0.9985
535,11.7539,182,0,-90.3767,19.1777,528,35,0.7287,0,0.9984
536,1020.2095,600,1,-90.3270,21.8604,528,0,0.1780,1,0.9971
537,844.7172,600,1,-90.7414,20.0268,528,0,0.2717,1,0.9984
538,890.4447,600,1,-90.1961,25.8993,528,0,0.1759,1,0.9979
539,7.6747,144,0,-90.1860,28.5735,528,47,0.7879,0,0.9963
540,6.4172,144,0,-90.9343,59.5037,528,84,0.7898,0,0.9975
541,840.7248,600,1,-89.9696,26.7647,528,0,0.3529,1,0.9979
542,883.0040,600,1,-90.2119,24.1641,528,0,0.1978,1,0.9980
543,917.7199,600,1,-90.2649,24.6015,528,0,0.1158,1,0.9984
544,16.0314,166,0,-89.7254,37.0807,528,3,0.7584,0,0.9987
545,24.6069,600,0,-89.7260,27.2189,528,1,0.1696,0,0.9959
546,654.8115,600,1,-89.7869,27.4666,528,0,0.1565,1,0.9969
547,961.2940,600,1,-89.3355,19.1196,528,0,0.2838,1,0.9952
548,9.7399,177,0,-89.6688,20.3419,528,24,0.7312,0,0.9965
549,932.7606,600,1,-89.1053,25.1435,528,0,0.1379,1,0.9954
550,880.5125,600,1,-89.1152,27.3006,528,0,0.1390,1,0.9989
551,18.1158,600,0,-89.0024,26.5388,528,59,0.1876,1,0.9911
552,18.8545,600,0,-89.3025,20.6397,528,41,0.1612,1,0.9909
553,950.4398,600,1,-89.0811,26.9481,528,0,0.1858,1,0.9979
554,647.2061,600,1,-89.1462,21.9828,528,0,0.2236,1,0.9978
555,824.6388,600,1,-89.3083,21.1961,528,0,0.2753,1,0.9952
556,6.6534,208,0,-89.2267,18.6675,528,102,0.6749,1,0.9938
557,874.0226,600,1,-89.1376,22.1329,528,0,0.1042,1,0.9982
558,1021.5510,600,1,-88.7951,25.4667,528,0,0.2114,1,0.9961
559,11.0140,600,0,-88.6025,20.6047,528,103,0.4324,1,0.8191
560,757.7531,600,1,-88.7728,20.6354,528,0,0.2524,1,0.9968
561,841.0141,600,1,-88.6847,24.3115,528,0,0.1939,1,0.9979
562,19.3632,600,0,-88.8496,18.2229,528,58,0.2872,1,0.9915
563,865.5408,600,1,-89.3903,21.9590,528,0,0.1626,1,0.9979
564,873.1755,600,1,-89.0865,26.0857,528,0,0.1953,1,0.9935
565,542.6930,600,1,-89.0358,23.9328,528,0,0.1358,1,0.9943
566,950.7287,600,1,-89.1659,17.5508,528,0,0.0742,1,0.9979
567,993.0421,600,1,-88.8936,19.9729,528,0,0.1114,1,0.9986
568,870.0463,600,1,-89.1914,21.2002,528,0,0.1057,1,0.9985
569,12.5652,224,0,-88.7719,20.5781,528,25,0.6761,0,0.9976
570,21.6232,600,0,-88.7443,18.9257,528,2,0.1467,1,0.9944
571,635.9941,600,1,-88.5279,26.7053,528,0,0.2658,1,0.9956
572,900.3656,600,1,-88.4346,19.8840,528,0,0.1952,1,0.9976
573,949.0751,600,1,-88.4546,19.5284,528,0,0.1934,1,0.9984
574,940.2570,600,1,-88.3645,21.0019,528,0,0.1910,1,0.9927
575,601.9799,600,1,-88.1134,19.7268,528,0,0.2823,1,0.9971
576,926.2564,600,1,-88.2730,23.2296,528,0,0.2238,1,0.9976
577,1031.6300,600,1,-88.5998,19.1530,528,0,0.2707,1,0.9954
578,10.8103,119,0,-89.8402,16.8463,528,13,0.8214,0,0.9977
579,693.0001,600,1,-88.4062,18.6996,528,0,0.2018,1,0.9962
580,870.5545,600,1,-88.2540,20.0323,528,0,0.1665,1,0.9943
581,372.0301,600,1,-88.0623,17.5032,528,0,0.0883,1,0.9984
582,331.2775,600,1,-87.5948,19.9139,528,0,0.1873,1,0.9960
583,958.5704,600,1,-87.9830,21.8470,528,0,0.1726,1,0.9979
584,958.7559,600,1,-88.1642,20.0251,528,0,0.1589,1,0.9960
585,404.2273,600,1,-88.3762,17.3665,528,0,0.3033,1,0.9974
586,718.9246,600,1,-88.4651,23.4878,528,0,0.1682,1,0.9966
587,940.3873,600,1,-88.0350,23.1218,528,0,0.2129,1,0.9983
588,857.3796,600,1,-87.9492,17.1401,528,0,0.2070,1,0.9984
589,343.7453,600,1,-88.1374,15.9213,528,0,0.2145,1,0.9957
590,8.1072,196,0,-88.2056,17.2119,528,83,0.7047,0,0.9974
591,904.3972,600,1,-88.2944,17.7224,528,0,0.2011,1,0.9980
592,571.4066,600,1,-88.2794,18.4592,528,0,0.2707,1,0.9989
593,854.8866,600,1,-87.8555,23.5523,528,0,0.0934,1,0.9981
594,636.4806,600,1,-87.7526,16.5071,528,0,0.0832,1,0.9973
595,911.6699,600,1,-88.1867,17.7578,528,0,0.2100,1,0.9993
596,926.6434,600,1,-87.8644,16.9576,528,0,0.1364,1,0.9981
597,561.5061,600,1,-87.2525,18.4575,528,0,0.2120,1,0.9966
598,1005.3396,600,1,-87.7037,20.4024,528,0,0.1835,1,0.9967
599,1016.6637,600,1,-87.5872,15.3756,528,0,0.2748,1,0.9964
600,17.2562,301,0,-87.3154,17.3869,446,0,0.5717,0,0.9966
601,588.8481,600,1,-87.8666,18.8282,446,0,0.2085,1,0.9963
602,954.9045,600,1,-87.3478,17.5472,446,0,0.1897,1,0.9976
603,808.1306,600,1,-87.6689,17.5926,446,0,0.1451,1,0.9976
604,1018.8494,600,1,-87.7584,18.8378,446,0,0.2027,1,0.9986
605,962.4002,600,1,-87.9481,19.3482,446,0,0.1521,1,0.9976
606,913.2385,600,1,-87.0927,18.2572,446,0,0.1605,1,0.9966
607,955.2635,600,1,-87.6163,16.1690,446,0,0.1943,1,0.9957
608,20.0770,600,0,-87.9534,15.9148,446,40,0.3157,1,0.9961
609,906.0693,600,1,-88.0727,17.6371,446,0,0.0973,1,0.9968
610,850.5562,600,1,-88.1566,18.1072,446,0,0.1917,1,0.9991
611,802.8436,600,1,-87.7476,15.2972,446,0,0.2944,1,0.9984
612,826.8682,600,1,-87.6384,15.9816,446,0,0.1015,1,0.9979
613,880.1164,600,1,-87.7515,17.0819,446,0,0.2250,1,0.9978
614,435.3393,600,1,-87.9854,14.8800,446,0,0.1582,1,0.9968
615,9.0562,97,0,-88.3712,22.2612,446,32,0.8557,0,0.9985
616,5.8557,114,0,-88.3661,18.1938,446,82,0.8230,0,0.9967
617,912.8636,600,1,-87.6747,16.9944,446,0,0.1638,1,0.9984
618,939.9350,600,1,-87.3893,15.1728,446,0,0.1271,1,0.9963
619,15.3038,271,0,-87.6676,15.2384,446,19,0.6039,0,0.9968
620,963.2019,600,1,-87.8427,16.5877,446,0,0.1368,1,0.9969
621,859.8740,600,1,-87.7546,15.1825,446,0,0.2189,1,0.9971
622,943.0959,600,1,-88.2944,19.0330,446,0,0.1839,1,0.9978
623,11.9152,114,0,-88.2604,14.9942,446,31,0.8300,0,0.9979
624,906.4832,600,1,-88.1877,16.2564,446,0,0.1783,1,0.9977
625,945.2080,600,1,-88.0477,14.7540,446,0,0.1630,1,0.9977
626,44.0983,600,1,-88.5040,16.0779,446,0,0.1949,1,0.9945
627,941.1085,600,1,-89.0684,14.4101,446,0,0.2563,1,0.9976
628,967.8514,600,1,-88.8195,16.8107,446,0,0.1447,1,0.9964
629,18.3634,600,0,-89.4918,15.3824,446,59,0.1878,1,0.9794
630,921.5945,600,1,-89.7235,14.2402,446,0,0.1970,1,0.9982
631,886.0044,600,1,-89.7885,17.0325,446,0,0.1760,1,0.9975
632,819.9262,600,1,-89.9107,13.5115,446,0,0.1204,1,0.9978
633,926.3592,600,1,-89.9172,15.7234,446,0,0.2157,1,0.9983
634,9.7791,125,0,-89.3040,17.5502,446,32,0.8052,0,0.9977
635,935.8034,600,1,-89.7217,12.9286,446,0,0.1546,1,0.9955
636,659.4702,600,1,-90.0192,14.5883,446,0,0.2146,1,0.9975
637,12.2395,138,0,-90.3580,12.7186,446,27,0.7904,0,0.9973
638,911.5262,600,1,-89.6814,15.2670,446,0,0.1824,1,0.9968
639,962.3624,600,1,-89.5070,13.0984,446,0,0.3485,1,0.9985
640,18.5263,600,0,-89.7795,15.2810,446,37,0.1869,1,0.9743
641,1021.4499,600,1,-89.9137,14.9062,446,0,0.1301,1,0.9976
642,14.4661,146,0,-89.9933,18.7231,446,10,0.7662,0,0.9959
643,961.9033,600,1,-89.6376,14.2250,446,0,0.2023,1,0.9974
644,8.4181,282,0,-89.8011,14.9287,446,104,0.5942,1,0.9952
645,3.7941,118,0,-90.3825,15.8312,446,83,0.8261,1,0.9967
646,807.7058,600,1,-89.3642,16.9589,446,0,0.1155,1,0.9977
647,23.9132,600,0,-89.3069,15.8705,446,16,0.4040,1,0.9797
648,926.0416,600,1,-89.9159,14.5765,446,0,0.3810,1,0.9983
649,7.6159,250,0,-89.9267,19.2928,446,75,0.6438,1,0.9967
650,842.0376,600,1,-89.3760,14.6405,446,0,0.2067,1,0.9979
651,864.8767,600,1,-89.7392,18.3801,446,0,0.0797,1,0.9964
652,16.7080,292,0,-90.0494,14.5827,446,17,0.5490,0,0.9960
653,876.6177,600,1,-89.7545,15.2150,446,0,0.1411,1,0.9982
654,925.6448,600,1,-90.2870,14.1361,446,0,0.1145,1,0.9980
655,868.8974,600,1,-89.5930,16.9966,446,0,0.1885,1,0.9979
656,13.5521,242,0,-89.2657,16.6975,446,22,0.6544,0,0.9965
657,365.9815,600,1,-89.6897,14.7320,446,0,0.1865,1,0.9950
658,1004.4362,600,1,-89.4114,17.5685,446,0,0.2646,1,0.9984
659,644.6386,600,1,-89.8304,16.3125,446,0,0.1651,1,0.9971
660,1025.3985,600,1,-90.0714,21.1416,446,0,0.1519,1,0.9983
661,674.9390,600,1,-89.7918,16.9523,446,0,0.1024,1,0.9975
662,557.3232,600,1,-89.7432,14.7484,446,0,0.1682,1,0.9967
663,827.9179,600,1,-89.9010,15.4804,446,0,0.1753,1,0.9979
664,8.8591,164,0,-90.3271,14.1912,446,31,0.7599,0,0.9961
665,322.2369,600,1,-89.8595,16.3979,446,0,0.2231,1,0.9965
666,671.0489,600,1,-89.5925,15.0815,446,0,0.2099,1,0.9961
667,947.7839,600,1,-89.6829,14.4283,446,0,0.1868,1,0.9980
668,923.4325,600,1,-89.6373,16.8575,446,0,0.0919,1,0.9975
669,1028.7082,600,1,-89.8042,15.6788,446,0,0.2116,1,0.9973
670,1031.1740,600,1,-89.5665,18.2743,446,0,0.1181,1,0.9980
671,695.1454,600,1,-89.3282,12.6499,446,0,0.2843,1,0.9975
672,16.9347,600,0,-89.6578,14.0522,446,67,0.2495,1,0.9939
673,907.3394,600,1,-89.9417,15.6711,446,0,0.2069,1,0.9979
674,980.4350,600,1,-90.1578,17.8205,446,0,0.1584,1,0.9983
675,17.1658,600,0,-89.9818,14.9674,446,94,0.3013,1,0.9927
676,868.4688,600,1,-89.5745,15.1565,446,0,0.0745,1,0.9979
677,951.7368,600,1,-89.2335,15.6167,446,0,0.1164,1,0.9976
678,1021.3217,600,1,-89.5788,13.4409,446,0,0.2792,1,0.9969
679,846.2720,600,1,-89.5084,15.0890,446,0,0.2249,1,0.9981
680,4.9899,164,0,-89.3490,15.7777,446,101,0.7450,1,0.9957
681,876.3813,600,1,-89.0791,15.4902,446,0,0.1641,1,0.9963
682,799.1966,600,1,-89.5537,14.6853,446,0,0.1500,1,0.9975
683,768.9344,600,1,-89.3030,13.7686,446,0,0.1212,1,0.9930
684,982.9166,600,1,-89.2687,15.2384,446,0,0.1868,1,0.9973
685,867.8035,600,1,-89.5921,15.9942,446,0,0.1035,1,0.9981
686,947.1234,600,1,-89.6556,14.1131,446,0,0.3281,1,0.9910
687,10.9490,230,0,-90.1103,11.1674,446,32,0.6621,1,0.9972
688,959.3784,600,1,-89.8126,14.3776,446,0,0.3857,1,0.9962
689,14.3815,138,0,-89.9032,14.1819,446,0,0.7896,0,0.9980
690,849.0575,600,1,-89.2853,15.9530,446,0,0.1673,1,0.9983
691,976.3944,600,1,-89.1774,16.1678,446,0,0.1288,1,0.9971
692,6.9485,132,0,-89.6977,14.4315,446,52,0.7877,0,0.9965
693,763.3695,600,1,-89.8299,13.7715,446,0,0.2082,1,0.9966
694,11.0440,260,0,-89.9490,13.3284,446,81,0.6028,1,0.9972
695,922.6656,600,1,-89.6848,14.7432,446,0,0.2991,1,0.9919
696,771.1902,600,1,-89.9452,14.2283,446,0,0.3066,1,0.9982
697,577.8959,600,1,-89.5078,15.3957,446,0,0.1621,1,0.9983
698,18.3410,600,0,-89.4698,14.9511,446,52,0.1520,1,0.9899
699,887.0794,600,1,-89.6209,13.0772,446,0,0.1256,1,0.9986
700,751.5111,600,1,-89.9458,14.1886,546,0,0.3060,1,0.9967
701,550.2196,600,1,-90.2375,17.6989,546,0,0.2247,1,0.9969
702,6.3405,211,0,-89.6806,20.8484,546,110,0.6912,1,0.9954
703,766.0360,600,1,-89.9385,14.2865,546,0,0.1616,1,0.9965
704,692.8887,600,1,-90.0261,14.1907,546,0,0.1246,1,0.9968
705,894.0755,600,1,-89.6219,14.1474,546,0,0.3269,1,0.9940
706,5.2676,181,0,-89.9803,14.8612,546,98,0.7299,1,0.9947
707,597.8753,600,1,-89.9399,15.3676,546,0,0.1484,1,0.9980
708,953.5284,600,1,-90.0117,14.0118,546,0,0.0850,1,0.9986
709,17.7389,600,0,-89.4661,14.4303,546,77,0.1034,1,0.9763
710,866.3257,600,1,-89.3766,14.6802,546,0,0.1236,1,0.9981
711,810.2383,600,1,-89.4294,13.8702,546,0,0.3046,1,0.9948
712,5.9535,115,0,-90.0240,13.8302,546,81,0.8180,0,0.9964
