episode,total_reward,episode_length,success,alpha,actor_loss,critic_loss,dry_mass,fuel_mass_init,self_fuel_end,phase_switched
643,11.1044,179,0,0.1000,-172.1286,114.8812,467,6,0.5665,0
644,901.4026,600,1,0.1000,-172.1857,104.0983,467,0,-0.4505,1
645,965.0008,600,1,0.1000,-171.7421,99.8537,467,0,-0.4549,1
646,913.1226,600,1,0.1000,-171.5994,101.5466,467,0,-0.4508,1
647,10.4742,126,0,0.1000,-171.3280,109.5627,467,18,0.6945,0
648,7.4362,120,0,0.1000,-171.4317,95.8240,467,26,0.7090,0
649,900.3444,600,1,0.1000,-171.3990,101.0494,467,0,-0.4546,1
650,8.2688,133,0,0.1000,-170.6843,122.9274,467,21,0.6776,0
651,8.3018,132,0,0.1000,-170.5466,117.5632,467,8,0.6806,0
652,784.3399,600,1,0.1000,-170.7180,95.3502,467,0,-0.4542,1
653,834.3440,600,1,0.1000,-170.8779,103.4957,467,0,-0.4544,1
654,866.6127,600,1,0.1000,-171.0175,99.5654,467,0,-0.4549,1
655,946.6534,600,1,0.1000,-170.8868,103.5496,467,0,-0.4545,1
656,986.8451,600,1,0.1000,-170.6981,103.1521,467,0,-0.4544,1
657,797.0663,600,1,0.1000,-170.5520,100.4164,467,0,-0.4531,1
658,866.2983,600,1,0.1000,-170.2544,114.1010,467,0,-0.4461,1
659,7.6824,120,0,0.1000,-170.5111,104.9977,467,34,0.7090,0
660,996.9898,600,1,0.1000,-170.2322,100.4696,467,0,-0.4546,1
661,7.3287,114,0,0.1000,-170.3732,121.9026,467,10,0.7236,0
662,892.9294,600,1,0.1000,-170.6174,104.2642,467,0,-0.4549,1
663,977.7596,600,1,0.1000,-170.1445,104.9469,467,0,-0.4548,1
664,967.1153,600,1,0.1000,-170.3973,102.2467,467,0,-0.4540,1
665,8.2837,119,0,0.1000,-170.0677,113.0074,467,45,0.7115,0
666,964.5362,600,1,0.1000,-169.7792,106.0310,467,0,-0.4536,1
667,897.7778,600,1,0.1000,-169.8643,115.4720,467,0,-0.4533,1
668,942.4761,600,1,0.1000,-169.4599,105.6873,467,0,-0.4549,1
669,740.8324,600,1,0.1000,-169.6086,100.2392,467,0,-0.4544,1
670,931.9735,600,1,0.1000,-169.4625,109.9808,467,0,-0.4545,1
671,920.2358,600,1,0.1000,-169.4004,109.9375,467,0,-0.4548,1
672,566.6735,600,1,0.1000,-169.0600,102.9649,467,0,-0.4379,1
673,698.4156,600,1,0.1000,-169.3283,105.8822,467,0,-0.4113,1
674,962.0084,600,1,0.1000,-169.2424,89.3623,467,0,-0.4549,1
675,877.7128,600,1,0.1000,-169.5010,99.8113,467,0,-0.4545,1
676,472.7311,600,1,0.1000,-169.5841,113.8610,467,0,-0.4046,1
677,936.1724,600,1,0.1000,-169.5103,110.5779,467,0,-0.4540,1
678,983.8401,600,1,0.1000,-169.2281,98.0895,467,0,-0.3936,1
679,918.6166,600,1,0.1000,-169.5344,96.2222,467,0,-0.4549,1
680,850.7687,600,1,0.1000,-169.5512,101.2795,467,0,-0.4537,1
681,10.7161,166,0,0.1000,-169.4179,107.8095,467,14,0.5975,0
682,970.6945,600,1,0.1000,-169.4101,106.2554,467,0,-0.4518,1
683,7.2319,119,0,0.1000,-169.0203,107.7037,467,14,0.7114,0
684,865.7476,600,1,0.1000,-169.2344,105.8303,467,0,-0.4545,1
685,862.0654,600,1,0.1000,-168.8628,122.9844,467,0,-0.4528,1
686,879.4495,600,1,0.1000,-168.8866,110.3766,467,0,-0.4195,1
687,966.6442,600,1,0.1000,-168.1576,97.6269,467,0,-0.4542,1
688,943.7589,600,1,0.1000,-168.6569,111.1646,467,0,-0.4549,1
689,882.4019,600,1,0.1000,-168.6030,109.0754,467,0,-0.4545,1
690,461.4208,600,1,0.1000,-168.2589,106.9199,467,0,-0.4549,1
691,912.3883,600,1,0.1000,-168.4164,106.1908,467,0,-0.4549,1
692,961.9048,600,1,0.1000,-168.2823,114.4875,467,0,-0.4548,1
693,893.5697,600,1,0.1000,-168.4481,103.7654,467,0,-0.4515,1
694,883.1176,600,1,0.1000,-168.4177,92.8577,467,0,-0.4510,1
695,979.6643,600,1,0.1000,-168.3400,102.2287,467,0,-0.4439,1
696,959.4490,600,1,0.1000,-168.4789,95.3192,467,0,-0.4548,1
697,917.7410,600,1,0.1000,-168.4199,100.1073,467,0,-0.4549,1
698,880.0247,600,1,0.1000,-168.6939,93.8142,467,0,-0.4528,1
699,622.1241,600,1,0.1000,-168.7481,101.6014,467,0,-0.3169,1
700,967.6211,600,1,0.1000,-169.0051,101.2934,524,0,-0.4516,1
701,911.8378,600,1,0.1000,-169.2693,99.0642,524,0,-0.4095,1
702,1003.6866,600,1,0.1000,-169.1862,95.5970,524,0,-0.4478,1
703,870.3781,600,1,0.1000,-168.8470,112.1219,524,0,-0.4540,1
704,876.7863,600,1,0.1000,-168.6216,105.9016,524,0,-0.4542,1
705,864.4967,600,1,0.1000,-169.0043,99.8740,524,0,-0.4499,1
706,988.1961,600,1,0.1000,-169.0322,97.6922,524,0,-0.4525,1
707,891.3441,600,1,0.1000,-168.8319,97.8342,524,0,-0.4443,1
708,1017.9403,600,1,0.1000,-169.0445,108.2979,524,0,-0.4533,1
709,893.7844,600,1,0.1000,-169.1791,110.2385,524,0,-0.4549,1
710,945.9014,600,1,0.1000,-168.8832,101.1949,524,0,-0.4517,1
711,882.1266,600,1,0.1000,-168.5922,112.3109,524,0,-0.4549,1
712,900.0381,600,1,0.1000,-168.8331,109.8374,524,0,-0.4528,1
713,873.0812,600,1,0.1000,-168.7875,93.3033,524,0,-0.4549,1
714,875.4220,600,1,0.1000,-168.8753,108.8736,524,0,-0.4371,1
715,866.3821,600,1,0.1000,-168.9565,108.5680,524,0,-0.4521,1
716,1013.2670,600,1,0.1000,-168.8904,102.5864,524,0,-0.4245,1
717,990.5612,600,1,0.1000,-168.6577,112.5663,524,0,-0.4545,1
718,387.2350,600,1,0.1000,-168.4209,107.5201,524,0,-0.4348,1
719,944.1961,600,1,0.1000,-168.3143,101.4579,524,0,-0.4516,1
720,966.2266,600,1,0.1000,-168.4099,105.9691,524,0,-0.4545,1
721,996.3635,600,1,0.1000,-168.3196,99.9320,524,0,-0.4542,1
722,972.8072,600,1,0.1000,-167.9455,111.8777,524,0,-0.4503,1
723,932.0647,600,1,0.1000,-167.8330,99.7931,524,0,-0.4549,1
724,882.5010,600,1,0.1000,-168.0841,105.4271,524,0,-0.4549,1
725,928.2813,600,1,0.1000,-167.6745,111.6197,524,0,-0.4547,1
726,970.7093,600,1,0.1000,-168.1675,109.2779,524,0,-0.4534,1
727,8.1449,441,0,0.1000,-168.2351,102.9170,524,22,-0.0023,0
728,915.8793,600,1,0.1000,-167.9204,94.7791,524,0,-0.4549,1
729,9.9243,154,0,0.1000,-167.7216,103.8834,524,21,0.6266,0
730,712.2245,600,1,0.1000,-167.6745,99.1092,524,0,-0.4524,1
731,962.3801,600,1,0.1000,-167.2595,104.3231,524,0,-0.4533,1
732,844.5117,600,1,0.1000,-167.0781,113.8875,524,0,-0.4549,1
733,964.1057,600,1,0.1000,-166.7698,102.7627,524,0,-0.4548,1
734,923.8425,600,1,0.1000,-166.9626,116.9753,524,0,-0.4547,1
735,991.8440,600,1,0.1000,-166.8628,112.9507,524,0,-0.4517,1
736,900.6182,600,1,0.1000,-166.9311,110.4267,524,0,-0.4504,1
737,960.2981,600,1,0.1000,-166.7396,101.9193,524,0,-0.4515,1
738,982.4869,600,1,0.1000,-166.8526,109.2476,524,0,-0.4501,1
739,702.2162,600,1,0.1000,-166.8667,105.5301,524,0,-0.4549,1
740,958.9407,600,1,0.1000,-167.0031,114.6984,524,0,-0.4549,1
741,8.2577,120,0,0.1000,-166.6682,112.2210,524,15,0.7090,0
742,971.4924,600,1,0.1000,-166.4234,104.1081,524,0,-0.4494,1
743,950.7610,600,1,0.1000,-166.5940,96.5739,524,0,-0.4542,1
744,935.2544,600,1,0.1000,-166.6718,106.1336,524,0,-0.4549,1
745,783.7784,600,1,0.1000,-167.1175,102.0533,524,0,-0.4427,1
746,902.8055,600,1,0.1000,-166.5821,101.9353,524,0,-0.4492,1
747,969.9517,600,1,0.1000,-167.0726,97.4086,524,0,-0.4495,1
748,905.7111,600,1,0.1000,-167.2426,102.7859,524,0,-0.4549,1
749,925.7580,600,1,0.1000,-167.3064,100.4742,524,0,-0.4545,1
750,939.9197,600,1,0.1000,-167.5259,112.2899,524,0,-0.4547,1
751,855.5614,600,1,0.1000,-167.5880,108.6492,524,0,-0.4549,1
752,849.9603,600,1,0.1000,-167.4159,115.9713,524,0,-0.4529,1
753,909.8091,600,1,0.1000,-167.1308,129.1301,524,0,-0.4482,1
754,7.0127,94,0,0.1000,-166.5492,110.9087,524,59,0.7721,0
755,917.1260,600,1,0.1000,-166.8296,115.6967,524,0,-0.4541,1
756,973.1044,600,1,0.1000,-167.0484,127.9943,524,0,-0.4549,1
757,502.2247,600,1,0.1000,-166.8961,120.8048,524,0,-0.4444,1
758,976.1806,600,1,0.1000,-166.9160,121.2861,524,0,-0.4545,1
759,999.4276,600,1,0.1000,-166.9323,104.7492,524,0,-0.4548,1
760,856.3762,600,1,0.1000,-166.7973,131.7083,524,0,-0.4544,1
761,937.8045,600,1,0.1000,-166.2368,113.3404,524,0,-0.4547,1
762,943.5971,600,1,0.1000,-166.1429,111.1262,524,0,-0.4547,1
763,983.9066,600,1,0.1000,-166.2477,111.5269,524,0,-0.4534,1
764,762.3127,600,1,0.1000,-166.4047,111.5560,524,0,-0.4549,1
765,552.9510,600,1,0.1000,-166.0674,110.4741,524,0,-0.4350,1
766,843.0017,600,1,0.1000,-166.1734,113.4856,524,0,-0.4549,1
767,928.5907,600,1,0.1000,-165.9553,124.8394,524,0,-0.4549,1
768,985.9996,600,1,0.1000,-165.8133,114.3370,524,0,-0.4541,1
769,856.3924,600,1,0.1000,-165.8469,112.5266,524,0,-0.4534,1
770,900.3526,600,1,0.1000,-165.7531,108.3843,524,0,-0.4549,1
771,712.1303,600,1,0.1000,-165.8081,126.0965,524,0,-0.4531,1
772,961.8499,600,1,0.1000,-165.3605,125.0002,524,0,-0.4547,1
773,811.9620,600,1,0.1000,-165.4440,111.1594,524,0,-0.3904,1
774,703.2337,600,1,0.1000,-165.3268,106.8520,524,0,-0.4549,1
775,827.2455,600,1,0.1000,-165.2460,126.4707,524,0,-0.4542,1
776,878.3447,600,1,0.1000,-165.1576,120.2224,524,0,-0.4549,1
777,846.8426,600,1,0.1000,-165.1955,122.0466,524,0,-0.4520,1
778,947.2618,600,1,0.1000,-164.8022,131.7511,524,0,-0.4542,1
779,9.7461,149,0,0.1000,-164.3519,232.3728,524,14,0.6387,0
780,914.0536,600,1,0.1000,-164.1236,108.7340,524,0,-0.4549,1
781,836.7358,600,1,0.1000,-163.8826,160.4396,524,0,-0.4542,1
782,952.0586,600,1,0.1000,-163.3202,131.7109,524,0,-0.4513,1
783,948.7415,600,1,0.1000,-162.8491,174.2096,524,0,-0.4470,1
784,968.0025,600,1,0.1000,-162.6671,144.2994,524,0,-0.4549,1
785,944.5771,600,1,0.1000,-162.4742,184.7361,524,0,-0.4545,1
786,865.9898,600,1,0.1000,-162.2538,139.5189,524,0,-0.3655,1
787,953.0897,600,1,0.1000,-161.8927,235.5291,524,0,-0.4531,1
788,849.9556,600,1,0.1000,-161.8945,136.9646,524,0,-0.4549,1
789,877.3892,600,1,0.1000,-161.8699,162.4878,524,0,-0.4528,1
790,916.0203,600,1,0.1000,-161.8836,193.7259,524,0,-0.4542,1
791,770.5192,600,1,0.1000,-161.8019,175.7989,524,0,-0.4535,1
792,969.5126,600,1,0.1000,-161.0945,232.0561,524,0,-0.4536,1
793,939.0283,600,1,0.1000,-161.4507,218.1203,524,0,-0.4515,1
794,1006.5827,600,1,0.1000,-161.1497,240.1787,524,0,-0.4520,1
795,971.4562,600,1,0.1000,-160.7081,408.5345,524,0,-0.4541,1
796,1002.8019,600,1,0.1000,-160.4204,234.5106,524,0,-0.4521,1
797,908.6181,600,1,0.1000,-160.3525,300.6880,524,0,-0.4356,1
798,945.9205,600,1,0.1000,-160.2029,501.2029,524,0,-0.4549,1
799,841.9368,600,1,0.1000,-159.5840,160.7784,524,0,-0.4490,1
800,892.8613,600,1,0.1000,-159.6343,496.2575,470,0,-0.4508,1
801,993.1871,600,1,0.1000,-159.3966,293.8221,470,0,-0.4546,1
802,1002.9169,600,1,0.1000,-159.0662,383.5450,470,0,-0.4477,1
803,975.3153,600,1,0.1000,-158.5715,254.6808,470,0,-0.4529,1
804,832.0598,600,1,0.1000,-157.8414,816.2859,470,0,-0.4549,1
805,932.4457,600,1,0.1000,-157.2201,678.9122,470,0,-0.4529,1
806,905.3444,600,1,0.1000,-157.6589,233.6122,470,0,-0.4544,1
807,980.7377,600,1,0.1000,-157.2893,1278.1913,470,0,-0.4499,1
808,785.8617,600,1,0.1000,-156.9874,982.2458,470,0,-0.4549,1
809,1014.5273,600,1,0.1000,-156.5435,1056.3765,470,0,-0.4530,1
810,864.7854,600,1,0.1000,-156.2102,1916.6729,470,0,-0.4471,1
811,846.8163,600,1,0.1000,-156.4205,1206.7479,470,0,-0.4548,1
812,1011.8502,600,1,0.1000,-156.7652,746.5280,470,0,-0.4542,1
813,858.9254,600,1,0.1000,-156.0213,1663.5206,470,0,-0.4546,1
814,814.6256,600,1,0.1000,-154.4218,1887.8640,470,0,-0.4483,1
815,928.5350,600,1,0.1000,-153.7436,752.1591,470,0,-0.4538,1
816,913.0937,600,1,0.1000,-153.4274,1060.0549,470,0,-0.4511,1
817,944.7581,600,1,0.1000,-152.8562,1969.9373,470,0,-0.4549,1
818,886.5932,600,1,0.1000,-151.7751,2800.9084,470,0,-0.4544,1
819,837.0579,600,1,0.1000,-152.6369,1201.9344,470,0,-0.4549,1
820,922.4472,600,1,0.1000,-150.9155,2910.4637,470,0,-0.4549,1
821,801.9006,600,1,0.1000,-150.5680,1891.5395,470,0,-0.4549,1
822,828.6357,600,1,0.1000,-149.7929,863.5787,470,0,-0.4536,1
823,733.5287,600,1,0.1000,-149.1946,1323.8869,470,0,-0.4534,1
824,858.7508,600,1,0.1000,-149.6614,1152.8689,470,0,-0.4541,1
825,904.7422,600,1,0.1000,-147.8683,1304.6160,470,0,-0.4542,1
826,938.6422,600,1,0.1000,-148.0648,1399.7433,470,0,-0.4515,1
827,878.9665,600,1,0.1000,-148.1359,729.7355,470,0,-0.4545,1
828,895.7283,600,1,0.1000,-147.0829,1914.7034,470,0,-0.4296,1
829,779.6695,600,1,0.1000,-146.6497,786.5053,470,0,-0.4549,1
830,941.7900,600,1,0.1000,-146.2961,1545.4581,470,0,-0.4482,1
831,989.8637,600,1,0.1000,-144.7066,1733.6108,470,0,-0.4548,1
832,937.5342,600,1,0.1000,-143.8958,3520.4251,470,0,-0.4517,1
833,951.2285,600,1,0.1000,-142.6709,2125.9154,470,0,-0.4539,1
834,962.0910,600,1,0.1000,-143.4736,5654.8597,470,0,-0.4515,1
835,1011.0387,600,1,0.1000,-141.4230,7504.8728,470,0,-0.4531,1
836,898.9102,600,1,0.1000,-138.8634,11819.8316,470,0,-0.4549,1
837,768.2636,600,1,0.1000,-138.2800,13922.1383,470,0,-0.4411,1
838,986.4063,600,1,0.1000,-138.6032,4785.6764,470,0,-0.4534,1
839,978.8700,600,1,0.1000,-139.4481,682.2315,470,0,-0.4548,1
840,834.0609,600,1,0.1000,-134.8346,11427.5086,470,0,-0.4544,1
841,7.9564,122,0,0.1000,-133.8794,763.8786,470,18,0.7042,0
842,955.2780,600,1,0.1000,-133.0363,4603.9792,470,0,-0.4545,1
843,978.1087,600,1,0.1000,-130.3653,10735.5372,470,0,-0.4417,1
844,983.7549,600,1,0.1000,-127.6845,20008.0760,470,0,-0.4539,1
845,1013.5893,600,1,0.1000,-126.6802,7553.2396,470,0,-0.4500,1
846,959.8830,600,1,0.1000,-122.9252,10512.7949,470,0,-0.4506,1
847,909.1367,600,1,0.1000,-121.8129,30667.4845,470,0,-0.4499,1
848,908.9713,600,1,0.1000,-120.4069,8890.5550,470,0,-0.4549,1
849,821.4613,600,1,0.1000,-119.5903,5744.7441,470,0,-0.4544,1
850,949.9715,600,1,0.1000,-116.2106,6160.0371,470,0,-0.4545,1
851,10.2560,161,0,0.1000,-117.1528,1731.4320,470,9,0.6096,0
852,827.9115,600,1,0.1000,-114.3894,8745.7629,470,0,-0.4315,1
853,919.0693,600,1,0.1000,-113.0411,13069.5848,470,0,-0.4518,1
854,747.7926,600,1,0.1000,-113.0419,4692.6996,470,0,-0.3214,1
855,890.8089,600,1,0.1000,-114.5753,8862.5840,470,0,-0.4526,1
856,954.0117,600,1,0.1000,-112.5362,2433.1821,470,0,-0.4507,1
857,812.4520,600,1,0.1000,-109.0744,3305.4938,470,0,-0.3901,1
858,857.4036,600,1,0.1000,-110.0329,20002.5736,470,0,-0.4503,1
859,986.1025,600,1,0.1000,-106.2863,16086.0774,470,0,-0.4549,1
860,984.8595,600,1,0.1000,-104.6778,21278.7925,470,0,-0.4548,1
861,996.4593,600,1,0.1000,-107.3148,6794.8072,470,0,-0.4515,1
862,9.1178,144,0,0.1000,-101.1110,15642.5077,470,9,0.6511,0
863,5.9436,99,0,0.1000,-102.9198,30962.2334,470,30,0.7599,0
864,798.7523,600,1,0.1000,-99.8338,8546.4335,470,0,-0.4549,1
865,943.9133,600,1,0.1000,-98.4697,19940.8088,470,0,-0.4335,1
866,659.7809,600,1,0.1000,-95.1426,12148.7543,470,0,-0.4549,1
867,805.0498,600,1,0.1000,-92.9903,7110.5396,470,0,-0.3733,1
868,948.0711,600,1,0.1000,-93.5337,17998.4191,470,0,-0.4549,1
869,941.1191,600,1,0.1000,-92.6110,7699.5942,470,0,-0.4443,1
870,933.2347,600,1,0.1000,-91.1487,8273.0822,470,0,-0.4519,1
871,7.5945,120,0,0.1000,-82.2687,1772.7217,470,43,0.7090,0
872,963.4486,600,1,0.1000,-76.1885,62263.7977,470,0,-0.4540,1
873,983.2304,600,1,0.1000,-73.4867,40440.2575,470,0,-0.4526,1
874,799.3188,600,1,0.1000,-75.2831,2035.4744,470,0,-0.4538,1
875,962.1846,600,1,0.1000,-76.0625,20023.6016,470,0,-0.4542,1
876,985.1345,600,1,0.1000,-70.4696,44206.8389,470,0,-0.4450,1
877,817.3548,600,1,0.1000,-65.1138,20899.7970,470,0,-0.4425,1
878,1004.7239,600,1,0.1000,-66.3847,46772.4290,470,0,-0.4544,1
879,865.0822,600,1,0.1000,-63.5611,20604.0418,470,0,-0.4077,1
880,886.0489,600,1,0.1000,-64.8319,29224.4955,470,0,-0.4432,1
881,858.0116,600,1,0.1000,-57.4802,22085.7316,470,0,-0.4542,1
882,927.8869,600,1,0.1000,-56.9541,18198.2477,470,0,-0.4540,1
883,858.6513,600,1,0.1000,-56.9538,18650.0283,470,0,-0.4549,1
884,964.7254,600,1,0.1000,-56.9122,32334.2904,470,0,-0.4549,1
885,1008.5781,600,1,0.1000,-54.7025,19946.1430,470,0,-0.4513,1
886,718.0255,600,1,0.1000,-55.6566,10165.0517,470,0,-0.4549,1
887,943.6697,600,1,0.1000,-47.3414,18178.0045,470,0,-0.4549,1
888,969.9371,600,1,0.1000,-47.4744,8472.1525,470,0,-0.4518,1
889,932.0256,600,1,0.1000,-40.9959,4845.7944,470,0,-0.4472,1
890,6.3486,102,0,0.1000,-29.6768,53559.2229,470,50,0.7527,0
891,962.6386,600,1,0.1000,-36.5114,56508.5035,470,0,-0.4541,1
892,921.6890,600,1,0.1000,-33.2674,39827.4366,470,0,-0.4529,1
893,801.4448,600,1,0.1000,-37.1893,49820.9064,470,0,-0.4102,1
894,864.9019,600,1,0.1000,-36.8541,5191.9819,470,0,-0.4504,1
895,920.8359,600,1,0.1000,-29.8635,31146.8003,470,0,-0.4227,1
896,918.9987,600,1,0.1000,-30.0353,13634.6966,470,0,-0.4510,1
897,901.6558,600,1,0.1000,-30.9266,18836.8383,470,0,-0.4524,1
898,987.5923,600,1,0.1000,-23.7621,58166.7192,470,0,-0.4525,1
899,1011.1089,600,1,0.1000,-24.9012,19207.5771,470,0,-0.4534,1
900,962.0365,600,1,0.1000,-23.0855,52863.8968,402,0,-0.4208,1
901,929.6751,600,1,0.1000,-25.8293,39074.2070,402,0,-0.4541,1
902,8.4050,419,0,0.1000,-20.3645,30734.5061,402,15,-0.0005,0
903,799.0055,600,1,0.1000,-20.1357,3650.1302,402,0,-0.3879,1
904,10.7366,200,0,0.1000,-25.0352,2674.7939,402,11,0.5150,0
905,10.5184,136,0,0.1000,-6.3032,27901.1814,402,11,0.6702,0
906,575.5167,600,1,0.1000,-17.6449,31372.9585,402,0,-0.4465,1
907,793.6088,600,1,0.1000,-20.8670,27274.8675,402,0,-0.4529,1
908,874.8962,600,1,0.1000,-14.8240,21448.7559,402,0,-0.4529,1
909,717.8336,600,1,0.1000,-17.9422,27104.4918,402,0,-0.4136,1
910,907.7100,600,1,0.1000,-21.8845,11003.3694,402,0,-0.4533,1
911,907.8805,600,1,0.1000,-17.3835,22230.0396,402,0,-0.4490,1
912,1018.1488,600,1,0.1000,-18.3510,20449.3336,402,0,-0.4193,1
913,864.2618,600,1,0.1000,-17.0181,9100.0218,402,0,-0.3300,1
914,941.9635,600,1,0.1000,-15.5908,15581.0525,402,0,-0.4549,1
915,918.6472,600,1,0.1000,-14.5124,19042.5125,402,0,-0.4487,1
916,941.2363,600,1,0.1000,-13.3461,47829.0293,402,0,-0.4538,1
917,10.8967,169,0,0.1000,-19.7093,1716.3973,402,14,0.5902,0
918,921.3292,600,1,0.1000,-6.5293,25097.6170,402,0,-0.4502,1
919,951.3138,600,1,0.1000,-8.2219,44374.2487,402,0,-0.4539,1
920,7.0801,132,0,0.1000,-3.4432,63466.4233,402,14,0.6809,0
921,916.3923,600,1,0.1000,-4.2448,20549.7435,402,0,-0.4116,1
922,961.4776,600,1,0.1000,-8.6796,10030.7049,402,0,-0.4042,1
923,857.9712,600,1,0.1000,-2.1524,27937.7090,402,0,-0.4539,1
924,835.7047,600,1,0.1000,0.8276,35670.1712,402,0,-0.4535,1
925,939.7617,600,1,0.1000,-9.2437,21684.6516,402,0,-0.4511,1
926,985.3085,600,1,0.1000,-11.3967,35978.0305,402,0,-0.4270,1
927,950.8242,600,1,0.1000,-15.1954,9027.9135,402,0,-0.4547,1
928,791.7923,600,1,0.1000,-26.0671,23081.6955,402,0,-0.4527,1
929,851.1719,600,1,0.1000,-45.8722,1414.6568,402,0,-0.3994,1
930,892.3362,600,1,0.1000,-52.3670,1461.0160,402,0,-0.4510,1
931,4.7133,71,0,0.1000,-58.0454,1257.1340,402,60,0.8278,0
932,816.0212,600,1,0.1000,-57.8538,1515.2915,402,0,-0.4502,1
933,786.4642,600,1,0.1000,-59.6837,1106.8920,402,0,-0.4463,1
934,937.3134,600,1,0.1000,-55.6616,1228.9537,402,0,-0.4542,1
935,951.2683,600,1,0.1000,-51.6615,1609.6147,402,0,-0.4419,1
936,1012.5253,600,1,0.1000,-51.8495,1413.6239,402,0,-0.4409,1
937,878.5868,600,1,0.1000,-46.4041,1174.6465,402,0,-0.4464,1
938,828.6267,600,1,0.1000,-35.8855,1002.9453,402,0,-0.4497,1
939,938.3327,600,1,0.1000,-27.9552,977.6290,402,0,-0.4470,1
940,453.0897,600,1,0.1000,-20.8287,1036.7463,402,0,-0.4331,1
941,998.4716,600,1,0.1000,-15.9504,776.9892,402,0,-0.3948,1
942,903.9923,600,1,0.1000,-11.9868,984.4655,402,0,-0.4516,1
943,939.9473,600,1,0.1000,-3.8984,1257.2263,402,0,-0.4498,1
944,928.9980,600,1,0.1000,-0.1918,1401.9580,402,0,-0.4423,1
945,836.7025,600,1,0.1000,3.9740,1491.7249,402,0,-0.4229,1
946,883.7059,600,1,0.1000,6.0136,1346.8950,402,0,-0.4349,1
947,744.8082,600,1,0.1000,8.1509,949.2201,402,0,-0.4379,1
948,948.4517,600,1,0.1000,10.0340,1039.9615,402,0,-0.4406,1
949,947.8866,600,1,0.1000,16.0839,1049.6100,402,0,-0.4217,1
950,853.0592,600,1,0.1000,15.1909,979.2208,402,0,-0.4499,1
951,959.7597,600,1,0.1000,14.1743,902.4567,402,0,-0.4396,1
952,906.4038,600,1,0.1000,13.7745,890.9800,402,0,-0.4491,1
953,768.5776,600,1,0.1000,14.1456,952.6711,402,0,-0.4007,1
954,941.3637,600,1,0.1000,15.3025,964.8401,402,0,-0.4531,1
955,756.5863,600,1,0.1000,14.2130,824.6047,402,0,-0.4425,1
956,7.2084,97,0,0.1000,13.4223,636.3956,402,27,0.7648,0
957,805.6665,600,1,0.1000,14.7485,927.6356,402,0,-0.4529,1
958,938.8613,600,1,0.1000,10.6007,719.4063,402,0,-0.4457,1
959,921.5513,600,1,0.1000,10.9363,789.2347,402,0,-0.4318,1
960,831.1348,600,1,0.1000,8.4770,665.5802,402,0,-0.2920,1
961,989.8345,600,1,0.1000,8.8898,753.8786,402,0,-0.3918,1
962,951.7455,600,1,0.1000,6.8456,664.3621,402,0,-0.3219,1
963,901.9932,600,1,0.1000,7.5091,708.2538,402,0,-0.4463,1
964,896.9363,600,1,0.1000,9.7156,710.4371,402,0,-0.4353,1
965,874.2177,600,1,0.1000,8.5618,742.6544,402,0,-0.4394,1
966,959.4391,600,1,0.1000,8.8206,985.6468,402,0,-0.3598,1
967,780.9067,600,1,0.1000,4.5058,1088.4737,402,0,-0.4450,1
968,980.5683,600,1,0.1000,4.2098,962.7650,402,0,-0.3786,1
969,1015.3307,600,1,0.1000,2.7865,880.3347,402,0,-0.4033,1
970,872.6596,600,1,0.1000,6.4058,829.7189,402,0,-0.4501,1
971,787.6615,600,1,0.1000,8.5850,742.1777,402,0,-0.3636,1
972,808.9106,600,1,0.1000,12.5645,720.7092,402,0,-0.3922,1
973,10.6715,147,0,0.1000,14.4197,629.5428,402,9,0.6454,0
974,769.3021,600,1,0.1000,14.7292,783.2169,402,0,-0.3757,1
975,836.3461,600,1,0.1000,15.8416,688.5112,402,0,-0.3002,1
976,7.0209,97,0,0.1000,16.4434,719.8161,402,26,0.7648,0
977,7.0324,110,0,0.1000,16.1950,724.2933,402,60,0.7335,0
978,918.2869,600,1,0.1000,18.3647,742.7781,402,0,-0.4299,1
979,7.7505,125,0,0.1000,20.2186,819.0122,402,50,0.6999,0
980,862.9523,600,1,0.1000,18.6320,741.3923,402,0,-0.3688,1
981,760.7215,600,1,0.1000,18.5618,728.1279,402,0,-0.4290,1
982,798.2805,600,1,0.1000,18.4097,648.4259,402,0,-0.4392,1
983,588.5883,600,1,0.1000,17.3433,828.1365,402,0,-0.3609,1
984,952.1751,600,1,0.1000,15.1144,635.3207,402,0,-0.2904,1
985,12.0421,175,0,0.1000,13.7211,728.9244,402,1,0.5756,0
986,900.4498,600,1,0.1000,12.9132,590.1191,402,0,-0.3798,1
987,911.4452,600,1,0.1000,11.8995,576.7062,402,0,-0.3774,1
988,8.7851,140,0,0.1000,14.3294,756.9480,402,29,0.6612,0
989,10.3829,132,0,0.1000,14.4328,714.5386,402,18,0.6819,0
990,955.7417,600,1,0.1000,12.2099,681.7403,402,0,-0.4028,1
991,926.0308,600,1,0.1000,10.7382,702.5632,402,0,-0.4311,1
992,924.6571,600,1,0.1000,8.2033,723.4215,402,0,-0.2757,1
993,832.4484,600,1,0.1000,7.2336,667.0981,402,0,-0.3740,1
994,10.0350,209,0,0.1000,7.5707,772.5141,402,19,0.4932,0
995,872.5161,600,1,0.1000,3.4952,764.4479,402,0,-0.2721,1
996,810.2011,600,1,0.1000,1.3178,697.3094,402,0,-0.3675,1
997,646.4946,600,1,0.1000,-3.0292,614.6644,402,0,-0.4362,1
