episode,total_reward,episode_length,success,alpha,actor_loss,critic_loss,dry_mass,fuel_mass_init,self_fuel_end,phase_switched
0,922.0219,600,1,0.1000,-4.1951,0.3187,561,0,-0.1561,1
1,908.8412,600,1,0.1000,-8.4917,0.1652,561,0,-0.4540,1
2,697.7942,600,1,0.1000,-13.9531,0.4814,561,0,-0.4548,1
3,968.8017,600,1,0.1000,-20.3844,1.4703,561,0,-0.4548,1
4,935.7318,600,1,0.1000,-27.8923,3.3427,561,0,-0.4481,1
5,916.4217,600,1,0.1000,-35.9335,4.3134,561,0,-0.4541,1
6,800.9468,600,1,0.1000,-43.1330,5.1854,561,0,-0.4543,1
7,910.3575,600,1,0.1000,-47.4946,6.8856,561,0,-0.4549,1
8,5.7641,102,0,0.1000,-50.1792,8.4647,561,25,0.7527,0
9,873.1805,600,1,0.1000,-51.9144,8.1456,561,0,-0.4526,1
10,964.4688,600,1,0.1000,-55.9647,11.3869,561,0,-0.4525,1
11,912.3252,600,1,0.1000,-60.1366,10.9155,561,0,-0.4545,1
12,970.1658,600,1,0.1000,-65.0087,15.1031,561,0,-0.4549,1
13,970.7401,600,1,0.1000,-69.5206,17.4755,561,0,-0.4547,1
14,912.0885,600,1,0.1000,-73.7989,19.6283,561,0,-0.4541,1
15,775.7724,600,1,0.1000,-77.9302,22.3571,561,0,-0.4535,1
16,952.6305,600,1,0.1000,-82.4982,29.4665,561,0,-0.4546,1
17,819.5396,600,1,0.1000,-86.3855,27.5859,561,0,-0.4538,1
18,909.8250,600,1,0.1000,-90.3030,36.0854,561,0,-0.4549,1
19,902.7769,600,1,0.1000,-94.1392,42.0982,561,0,-0.4534,1
20,874.7096,600,1,0.1000,-98.4239,32.1040,561,0,-0.4506,1
21,891.7381,600,1,0.1000,-102.9551,43.8128,561,0,-0.4525,1
22,902.2969,600,1,0.1000,-106.2569,45.3905,561,0,-0.4521,1
23,873.0808,600,1,0.1000,-109.6945,46.5338,561,0,-0.4513,1
24,918.4963,600,1,0.1000,-112.4505,45.8082,561,0,-0.4517,1
25,916.5003,600,1,0.1000,-114.9845,48.2362,561,0,-0.4511,1
26,912.9625,600,1,0.1000,-118.0654,51.6581,561,0,-0.4526,1
27,866.7093,600,1,0.1000,-120.5964,50.2328,561,0,-0.4536,1
28,953.6022,600,1,0.1000,-123.2869,58.2191,561,0,-0.4541,1
29,983.9830,600,1,0.1000,-125.5976,57.6221,561,0,-0.4544,1
30,1008.1299,600,1,0.1000,-127.8146,63.8078,561,0,-0.4532,1
31,845.0892,600,1,0.1000,-129.5913,64.4247,561,0,-0.4549,1
32,942.6138,600,1,0.1000,-132.0266,65.1187,561,0,-0.4537,1
33,904.2474,600,1,0.1000,-134.1928,64.0340,561,0,-0.4511,1
34,936.5740,600,1,0.1000,-136.1608,61.6398,561,0,-0.4544,1
35,1002.6706,600,1,0.1000,-138.5847,75.5643,561,0,-0.4539,1
36,1028.0331,600,1,0.1000,-140.5347,73.2206,561,0,-0.4522,1
37,946.8015,600,1,0.1000,-142.4387,71.2593,561,0,-0.4531,1
38,911.6188,600,1,0.1000,-143.9541,84.6236,561,0,-0.4535,1
39,894.6809,600,1,0.1000,-145.3990,85.1483,561,0,-0.4496,1
40,985.3115,600,1,0.1000,-147.2581,78.9183,561,0,-0.4538,1
41,1009.1001,600,1,0.1000,-149.1601,79.7187,561,0,-0.4545,1
42,987.9633,600,1,0.1000,-150.7808,90.1248,561,0,-0.4532,1
43,875.4951,600,1,0.1000,-152.8782,86.1849,561,0,-0.4496,1
44,942.4463,600,1,0.1000,-154.6596,91.7265,561,0,-0.4536,1
45,904.5280,600,1,0.1000,-156.4083,95.6008,561,0,-0.4549,1
46,908.1342,600,1,0.1000,-158.3066,107.4486,561,0,-0.4546,1
47,544.5589,600,1,0.1000,-159.3001,95.6864,561,0,-0.4548,1
48,909.7063,600,1,0.1000,-160.6156,98.7013,561,0,-0.4549,1
49,5.8515,77,0,0.1000,-161.3570,106.2380,561,54,0.8137,0
50,928.9275,600,1,0.1000,-162.3203,92.0717,561,0,-0.4526,1
51,991.6121,600,1,0.1000,-163.4607,105.6752,561,0,-0.4531,1
52,846.2420,600,1,0.1000,-164.2487,103.4901,561,0,-0.4541,1
53,6.9295,107,0,0.1000,-165.0468,98.2365,561,24,0.7409,0
54,883.1504,600,1,0.1000,-165.4588,108.1392,561,0,-0.4549,1
55,861.1849,600,1,0.1000,-166.9563,106.9926,561,0,-0.4541,1
56,802.4730,600,1,0.1000,-167.8853,117.6208,561,0,-0.4549,1
57,930.6221,600,1,0.1000,-168.9459,104.2462,561,0,-0.4545,1
58,757.2377,600,1,0.1000,-169.6270,111.2757,561,0,-0.4549,1
59,975.1799,600,1,0.1000,-170.7840,100.0466,561,0,-0.4548,1
60,603.7390,600,1,0.1000,-171.4085,113.4427,561,0,-0.4549,1
61,910.4848,600,1,0.1000,-172.2088,111.3532,561,0,-0.4520,1
62,968.0030,600,1,0.1000,-173.4646,108.5996,561,0,-0.4542,1
63,993.1625,600,1,0.1000,-174.3648,104.7846,561,0,-0.4546,1
64,608.0081,600,1,0.1000,-175.0709,103.4964,561,0,-0.4546,1
65,1008.1515,600,1,0.1000,-175.7941,129.3734,561,0,-0.4536,1
66,856.6663,600,1,0.1000,-176.4938,133.3551,561,0,-0.4531,1
67,933.4516,600,1,0.1000,-177.3854,127.9288,561,0,-0.4549,1
68,853.8358,600,1,0.1000,-178.0699,116.9783,561,0,-0.4541,1
69,951.4825,600,1,0.1000,-178.7288,122.7563,561,0,-0.4546,1
70,888.8902,600,1,0.1000,-179.6156,112.2712,561,0,-0.4540,1
71,893.0309,600,1,0.1000,-180.0926,110.2334,561,0,-0.4546,1
72,981.8634,600,1,0.1000,-181.0969,112.9412,561,0,-0.4541,1
73,914.1669,600,1,0.1000,-181.4625,120.4841,561,0,-0.4546,1
74,749.1697,600,1,0.1000,-181.8416,109.0697,561,0,-0.4549,1
75,751.9123,600,1,0.1000,-182.2828,120.0946,561,0,-0.4539,1
76,923.6248,600,1,0.1000,-182.7898,109.1211,561,0,-0.4549,1
77,976.4603,600,1,0.1000,-183.3248,112.8625,561,0,-0.4549,1
78,908.8554,600,1,0.1000,-183.9668,114.0082,561,0,-0.4535,1
79,854.6360,600,1,0.1000,-184.5796,109.2287,561,0,-0.4504,1
80,949.0667,600,1,0.1000,-184.6783,114.3476,561,0,-0.4548,1
81,1014.4544,600,1,0.1000,-185.2982,126.8522,561,0,-0.4545,1
82,1001.9779,600,1,0.1000,-185.3382,123.7013,561,0,-0.4519,1
83,980.3240,600,1,0.1000,-185.7881,108.0055,561,0,-0.4536,1
84,903.6465,600,1,0.1000,-186.0965,106.5073,561,0,-0.4536,1
85,921.6925,600,1,0.1000,-186.3948,111.5314,561,0,-0.4544,1
86,811.3846,600,1,0.1000,-186.9619,109.0533,561,0,-0.4547,1
87,897.1436,600,1,0.1000,-187.5164,113.3713,561,0,-0.4532,1
88,946.5503,600,1,0.1000,-188.0272,116.9896,561,0,-0.4539,1
89,921.4181,600,1,0.1000,-188.1093,109.8945,561,0,-0.4549,1
90,774.7318,600,1,0.1000,-188.1115,112.1742,561,0,-0.4549,1
91,968.4885,600,1,0.1000,-188.1227,128.6515,561,0,-0.4542,1
92,882.4503,600,1,0.1000,-188.3619,115.4441,561,0,-0.4535,1
93,991.2925,600,1,0.1000,-188.2864,126.7695,561,0,-0.4545,1
94,949.0500,600,1,0.1000,-188.5077,130.6171,561,0,-0.4549,1
95,7.8497,128,0,0.1000,-188.7071,134.7867,561,16,0.6896,0
96,964.9968,600,1,0.1000,-188.4607,126.4157,561,0,-0.4544,1
97,794.0764,600,1,0.1000,-188.5663,127.7891,561,0,-0.4510,1
98,974.1704,600,1,0.1000,-188.5232,129.9591,561,0,-0.4540,1
99,865.5251,600,1,0.1000,-188.6971,121.2670,561,0,-0.4543,1
100,734.5598,600,1,0.1000,-188.5614,128.0128,452,0,-0.4504,1
101,10.3425,132,0,0.1000,-188.6583,81.9919,452,12,0.6800,0
102,961.1260,600,1,0.1000,-188.5228,120.3477,452,0,-0.4549,1
103,818.4609,600,1,0.1000,-188.6923,124.0678,452,0,-0.4540,1
104,952.6823,600,1,0.1000,-188.8718,125.2863,452,0,-0.4549,1
105,972.5538,600,1,0.1000,-189.0874,125.1292,452,0,-0.4545,1
106,944.1471,600,1,0.1000,-188.8495,120.1883,452,0,-0.4545,1
107,8.8984,148,0,0.1000,-189.0992,122.7102,452,3,0.6412,0
108,903.6322,600,1,0.1000,-188.7598,128.7096,452,0,-0.4493,1
109,633.9608,600,1,0.1000,-188.5429,136.0123,452,0,-0.4430,1
110,989.8083,600,1,0.1000,-188.5051,123.1594,452,0,-0.4540,1
111,875.1500,600,1,0.1000,-188.6813,117.8760,452,0,-0.4533,1
112,909.0756,600,1,0.1000,-188.6173,127.5019,452,0,-0.4549,1
113,10.4362,414,0,0.1000,-188.3840,104.8893,452,29,-0.0012,0
114,783.7587,600,1,0.1000,-188.4451,122.3730,452,0,-0.4498,1
115,927.2122,600,1,0.1000,-188.3100,138.7816,452,0,-0.4542,1
116,823.3023,600,1,0.1000,-187.8345,125.0764,452,0,-0.4549,1
117,845.3643,600,1,0.1000,-187.9425,122.2037,452,0,-0.4549,1
118,573.9947,600,1,0.1000,-187.8633,111.2307,452,0,-0.4549,1
119,894.1225,600,1,0.1000,-187.8745,114.1352,452,0,-0.4549,1
120,1017.0118,600,1,0.1000,-187.8918,111.3329,452,0,-0.4526,1
121,987.8752,600,1,0.1000,-187.9487,120.9884,452,0,-0.4512,1
122,913.0684,600,1,0.1000,-187.9839,120.9555,452,0,-0.4549,1
123,902.9125,600,1,0.1000,-187.9446,121.7847,452,0,-0.4542,1
124,792.2594,600,1,0.1000,-187.8221,117.8411,452,0,-0.4541,1
125,867.8379,600,1,0.1000,-187.7116,118.3580,452,0,-0.4549,1
126,916.6527,600,1,0.1000,-187.8240,126.9416,452,0,-0.4546,1
127,982.4433,600,1,0.1000,-187.3680,128.0083,452,0,-0.4530,1
128,5.4662,101,0,0.1000,-187.6814,123.5521,452,45,0.7553,0
129,933.1965,600,1,0.1000,-187.1667,117.6467,452,0,-0.4549,1
130,942.7629,600,1,0.1000,-187.1113,138.2607,452,0,-0.4549,1
131,979.0276,600,1,0.1000,-187.1793,123.9136,452,0,-0.4545,1
132,810.9607,600,1,0.1000,-186.9782,124.6613,452,0,-0.4533,1
133,904.8430,600,1,0.1000,-186.9965,129.5577,452,0,-0.4545,1
134,10.5324,152,0,0.1000,-186.9507,138.5973,452,10,0.6319,0
135,823.2324,600,1,0.1000,-186.7143,134.0221,452,0,-0.4529,1
136,914.7178,600,1,0.1000,-186.6063,125.8369,452,0,-0.4524,1
137,908.0131,600,1,0.1000,-186.4874,110.8131,452,0,-0.4547,1
138,9.7597,142,0,0.1000,-186.0544,143.3910,452,29,0.6557,0
139,894.3669,600,1,0.1000,-186.3240,119.0295,452,0,-0.4502,1
140,986.8263,600,1,0.1000,-186.0320,125.4617,452,0,-0.4548,1
141,888.1446,600,1,0.1000,-186.0193,119.9702,452,0,-0.4532,1
142,995.2149,600,1,0.1000,-186.0585,121.9285,452,0,-0.4537,1
143,961.5791,600,1,0.1000,-185.8221,121.4633,452,0,-0.4543,1
144,907.4483,600,1,0.1000,-186.0091,120.0753,452,0,-0.4549,1
145,926.6890,600,1,0.1000,-185.6960,121.5006,452,0,-0.4499,1
146,949.5250,600,1,0.1000,-185.8818,123.6911,452,0,-0.4549,1
147,744.4082,600,1,0.1000,-185.6740,115.7144,452,0,-0.4547,1
148,984.0381,600,1,0.1000,-185.7040,119.4615,452,0,-0.4508,1
149,9.9711,163,0,0.1000,-185.5301,128.4577,452,18,0.6047,0
150,924.0837,600,1,0.1000,-185.7129,117.9220,452,0,-0.4533,1
151,9.9891,130,0,0.1000,-184.9468,123.8747,452,2,0.6848,0
152,881.6022,600,1,0.1000,-185.4782,122.9415,452,0,-0.4532,1
153,864.4274,600,1,0.1000,-185.3875,124.7244,452,0,-0.4542,1
154,636.1748,600,1,0.1000,-185.2731,125.7162,452,0,-0.4537,1
155,977.9104,600,1,0.1000,-185.1074,110.6693,452,0,-0.4547,1
156,896.6447,600,1,0.1000,-185.1615,123.4453,452,0,-0.4535,1
157,954.5978,600,1,0.1000,-185.0735,124.2434,452,0,-0.4538,1
158,1015.1826,600,1,0.1000,-184.9699,115.2331,452,0,-0.4529,1
159,820.0073,600,1,0.1000,-184.9710,103.0805,452,0,-0.4532,1
160,911.9809,600,1,0.1000,-185.1823,123.1175,452,0,-0.4542,1
161,844.4964,600,1,0.1000,-185.2983,121.0398,452,0,-0.4549,1
162,951.2229,600,1,0.1000,-185.0684,120.3671,452,0,-0.4516,1
163,914.4649,600,1,0.1000,-185.0691,133.6216,452,0,-0.4544,1
164,945.8044,600,1,0.1000,-185.1304,119.5212,452,0,-0.4526,1
165,8.6841,111,0,0.1000,-184.5194,136.7982,452,43,0.7308,0
166,862.3763,600,1,0.1000,-184.7127,125.6979,452,0,-0.4534,1
167,787.7461,600,1,0.1000,-184.4422,116.4312,452,0,-0.4531,1
168,922.5687,600,1,0.1000,-184.5356,123.7264,452,0,-0.4547,1
169,983.9942,600,1,0.1000,-184.1318,130.6529,452,0,-0.4535,1
170,975.9950,600,1,0.1000,-183.9794,131.7715,452,0,-0.4490,1
171,992.4661,600,1,0.1000,-183.8602,114.6415,452,0,-0.4536,1
172,924.1060,600,1,0.1000,-183.3615,121.6455,452,0,-0.4541,1
173,7.9664,111,0,0.1000,-183.0331,109.1763,452,8,0.7317,0
174,4.7525,79,0,0.1000,-183.3032,110.6715,452,44,0.8088,0
175,1014.1397,600,1,0.1000,-183.1566,110.3956,452,0,-0.4529,1
176,662.0740,600,1,0.1000,-182.7399,134.3153,452,0,-0.4549,1
177,950.4006,600,1,0.1000,-182.7157,128.6695,452,0,-0.4537,1
178,849.4273,600,1,0.1000,-182.3260,116.6255,452,0,-0.4531,1
179,852.6270,600,1,0.1000,-182.1818,116.3807,452,0,-0.4524,1
180,849.8724,600,1,0.1000,-182.1850,112.8200,452,0,-0.4539,1
181,915.4688,600,1,0.1000,-182.3538,119.9397,452,0,-0.4546,1
182,989.8545,600,1,0.1000,-181.7127,126.8506,452,0,-0.4534,1
183,1006.3740,600,1,0.1000,-181.7735,116.0562,452,0,-0.4544,1
184,871.6711,600,1,0.1000,-181.3994,112.4006,452,0,-0.4540,1
185,738.4607,600,1,0.1000,-181.3446,112.9744,452,0,-0.4532,1
186,989.4116,600,1,0.1000,-181.6425,107.6333,452,0,-0.4530,1
187,747.7242,600,1,0.1000,-181.4367,111.6450,452,0,-0.4529,1
188,897.5753,600,1,0.1000,-181.3081,114.9541,452,0,-0.4544,1
189,944.3332,600,1,0.1000,-180.9478,125.4603,452,0,-0.4543,1
190,950.9367,600,1,0.1000,-180.9655,118.3250,452,0,-0.4536,1
191,1016.5007,600,1,0.1000,-180.8559,118.3915,452,0,-0.4548,1
192,852.4814,600,1,0.1000,-180.6708,129.8791,452,0,-0.4509,1
193,875.8756,600,1,0.1000,-180.6389,107.2311,452,0,-0.4539,1
194,965.8666,600,1,0.1000,-180.4271,116.7391,452,0,-0.4549,1
195,972.5082,600,1,0.1000,-180.5136,126.5006,452,0,-0.4532,1
196,925.7898,600,1,0.1000,-180.4200,112.9920,452,0,-0.4546,1
197,736.6241,600,1,0.1000,-180.0016,124.3428,452,0,-0.4539,1
198,851.6991,600,1,0.1000,-179.9097,136.3238,452,0,-0.4546,1
199,909.1787,600,1,0.1000,-179.6804,127.8570,452,0,-0.4544,1
200,1002.6629,600,1,0.1000,-179.7254,120.0239,403,0,-0.4525,1
201,872.3622,600,1,0.1000,-179.7803,114.6613,403,0,-0.4521,1
202,902.4936,600,1,0.1000,-179.5121,121.2459,403,0,-0.4540,1
203,915.6348,600,1,0.1000,-179.4663,117.9402,403,0,-0.4540,1
204,874.7086,600,1,0.1000,-179.2244,117.4779,403,0,-0.4547,1
205,943.8381,600,1,0.1000,-179.1561,116.8368,403,0,-0.4545,1
206,858.3553,600,1,0.1000,-179.1481,112.5090,403,0,-0.4549,1
207,976.8068,600,1,0.1000,-179.0518,116.0173,403,0,-0.4544,1
208,923.2668,600,1,0.1000,-179.0656,113.1718,403,0,-0.4546,1
209,831.4685,600,1,0.1000,-179.1127,115.5120,403,0,-0.4534,1
210,881.7207,600,1,0.1000,-179.2027,116.0933,403,0,-0.4542,1
211,942.4548,600,1,0.1000,-178.9827,101.5225,403,0,-0.4543,1
212,665.0516,600,1,0.1000,-179.2326,105.0101,403,0,-0.4539,1
213,918.4605,600,1,0.1000,-179.0451,107.3792,403,0,-0.4515,1
214,963.7840,600,1,0.1000,-178.9269,117.4012,403,0,-0.4538,1
215,908.0281,600,1,0.1000,-179.0612,109.7666,403,0,-0.4539,1
216,987.1385,600,1,0.1000,-178.6111,115.1052,403,0,-0.4540,1
217,867.8524,600,1,0.1000,-178.5874,118.4990,403,0,-0.4545,1
218,9.8159,165,0,0.1000,-178.7068,110.9986,403,19,0.5999,0
219,874.7255,600,1,0.1000,-178.4957,126.5392,403,0,-0.4509,1
220,884.4049,600,1,0.1000,-178.2960,109.8413,403,0,-0.4533,1
221,894.1204,600,1,0.1000,-178.4965,118.4882,403,0,-0.4534,1
222,6.6603,112,0,0.1000,-178.3933,118.9949,403,17,0.7285,0
223,957.4287,600,1,0.1000,-178.3595,108.5975,403,0,-0.4549,1
224,981.6813,600,1,0.1000,-178.5114,112.0831,403,0,-0.4539,1
225,966.5458,600,1,0.1000,-177.8841,116.6196,403,0,-0.4549,1
226,794.8950,600,1,0.1000,-178.4521,110.4444,403,0,-0.4548,1
227,730.3879,600,1,0.1000,-178.2960,103.9883,403,0,-0.4520,1
228,959.7820,600,1,0.1000,-178.7714,115.4854,403,0,-0.4549,1
229,971.3483,600,1,0.1000,-178.4502,108.7616,403,0,-0.4522,1
230,905.1200,600,1,0.1000,-178.5625,111.3875,403,0,-0.4536,1
231,888.0679,600,1,0.1000,-178.3823,113.2702,403,0,-0.4540,1
232,1004.8521,600,1,0.1000,-178.6199,103.4082,403,0,-0.4548,1
233,966.2308,600,1,0.1000,-178.5135,109.6282,403,0,-0.4544,1
234,965.4497,600,1,0.1000,-178.1931,111.5339,403,0,-0.4542,1
235,980.2300,600,1,0.1000,-178.3339,105.1278,403,0,-0.4549,1
236,926.3527,600,1,0.1000,-178.6183,106.1283,403,0,-0.4526,1
237,914.9550,600,1,0.1000,-178.4005,108.4323,403,0,-0.4523,1
238,910.3321,600,1,0.1000,-178.3346,112.3586,403,0,-0.4514,1
239,755.4730,600,1,0.1000,-178.6039,120.0406,403,0,-0.4532,1
240,824.2258,600,1,0.1000,-178.5998,109.1155,403,0,-0.4544,1
241,900.8845,600,1,0.1000,-178.7656,113.2215,403,0,-0.4549,1
242,10.9441,414,0,0.1000,-178.6155,109.1147,403,5,-0.0023,0
243,8.9436,117,0,0.1000,-178.3657,126.8364,403,36,0.7163,0
244,968.5146,600,1,0.1000,-178.4176,109.0113,403,0,-0.4547,1
245,831.2269,600,1,0.1000,-178.2880,106.5433,403,0,-0.4548,1
246,940.2751,600,1,0.1000,-178.4466,111.2842,403,0,-0.4546,1
247,962.6036,600,1,0.1000,-178.5124,107.5491,403,0,-0.4539,1
248,922.0378,600,1,0.1000,-178.2872,108.0934,403,0,-0.4537,1
249,955.3599,600,1,0.1000,-178.2656,115.8913,403,0,-0.4542,1
250,656.1573,600,1,0.1000,-178.1660,109.7067,403,0,-0.4532,1
251,820.3890,600,1,0.1000,-177.9771,115.5041,403,0,-0.4549,1
252,748.2108,600,1,0.1000,-178.0088,108.4439,403,0,-0.4532,1
253,9.9890,175,0,0.1000,-177.9170,119.8840,403,22,0.5760,0
254,944.5703,600,1,0.1000,-177.8566,113.4968,403,0,-0.4549,1
255,945.3045,600,1,0.1000,-177.6104,105.0579,403,0,-0.4519,1
256,931.6643,600,1,0.1000,-177.6832,104.0395,403,0,-0.4539,1
257,907.1054,600,1,0.1000,-177.4364,117.5680,403,0,-0.4546,1
258,973.8318,600,1,0.1000,-177.3613,108.7422,403,0,-0.4538,1
259,903.9916,600,1,0.1000,-177.2660,99.1963,403,0,-0.4547,1
260,921.1362,600,1,0.1000,-177.1354,111.6890,403,0,-0.4540,1
261,941.4899,600,1,0.1000,-177.0470,114.1972,403,0,-0.4549,1
262,9.4383,133,0,0.1000,-176.7536,109.0125,403,11,0.6775,0
263,1015.1617,600,1,0.1000,-177.1089,97.1451,403,0,-0.4545,1
264,11.8806,416,0,0.1000,-176.7917,110.1727,403,13,-0.0017,0
265,963.7939,600,1,0.1000,-176.4013,98.2716,403,0,-0.4542,1
266,864.3820,600,1,0.1000,-176.5432,107.5534,403,0,-0.4549,1
267,437.0593,600,1,0.1000,-175.9819,115.6499,403,0,-0.4549,1
268,783.0451,600,1,0.1000,-175.8302,107.8645,403,0,-0.4533,1
269,896.9909,600,1,0.1000,-175.3942,106.3875,403,0,-0.4549,1
270,941.3546,600,1,0.1000,-175.2890,96.4859,403,0,-0.4520,1
271,828.6827,600,1,0.1000,-175.2337,109.5542,403,0,-0.4519,1
272,860.4944,600,1,0.1000,-175.2004,100.2862,403,0,-0.4544,1
273,877.1903,600,1,0.1000,-175.3642,101.9562,403,0,-0.4538,1
274,923.7928,600,1,0.1000,-175.4426,104.0403,403,0,-0.4548,1
275,7.5810,119,0,0.1000,-175.5964,95.4388,403,5,0.7114,0
276,938.4044,600,1,0.1000,-175.5138,110.1043,403,0,-0.4535,1
277,6.9431,124,0,0.1000,-175.7735,127.2177,403,17,0.6997,0
278,937.2368,600,1,0.1000,-175.0881,111.0010,403,0,-0.4532,1
279,920.7173,600,1,0.1000,-174.8098,111.0419,403,0,-0.4538,1
280,954.9423,600,1,0.1000,-174.5860,109.7433,403,0,-0.4542,1
281,914.3150,600,1,0.1000,-175.0050,116.4549,403,0,-0.4549,1
282,917.2597,600,1,0.1000,-174.9782,109.0331,403,0,-0.4548,1
283,959.5679,600,1,0.1000,-175.1443,113.3546,403,0,-0.4549,1
284,716.6506,600,1,0.1000,-174.3124,107.9625,403,0,-0.4545,1
285,992.1645,600,1,0.1000,-174.5102,99.8606,403,0,-0.4548,1
