episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
0,5.5872,600,0,1,427,63
1,5.7957,600,0,1,427,94
2,12.0948,600,0,1,427,34
3,8.1453,600,0,0,427,19
4,4.0499,600,0,1,427,86
5,836.2123,600,1,1,427,0
6,4.3978,600,0,1,427,87
7,776.6991,600,1,1,427,0
8,690.6557,600,1,1,427,0
9,6.9030,600,0,1,427,86
10,8.3012,600,0,1,427,33
11,13.7868,600,0,0,427,5
12,7.5468,600,0,1,427,54
13,917.2755,600,1,1,427,0
14,8.6418,600,0,0,427,59
15,8.4752,600,0,1,427,26
16,467.6858,600,1,1,427,0
17,195.0117,600,1,1,427,0
18,11.5397,600,0,1,427,27
19,10.4221,600,0,0,427,33
20,803.5694,600,1,1,427,0
21,393.3302,600,1,1,427,0
22,111.5963,600,1,1,427,0
23,155.9676,600,1,1,427,0
24,803.2277,600,1,1,427,0
25,84.3755,600,1,1,427,0
26,656.3052,600,1,1,427,0
27,147.1232,600,1,1,427,0
28,680.7469,600,1,1,427,0
29,904.2392,600,1,1,427,0
30,748.2272,600,1,1,427,0
31,10.4816,600,0,1,427,42
32,640.2866,600,1,1,427,0
33,761.5862,600,1,1,427,0
34,11.2448,600,0,1,427,34
35,12.8986,600,0,0,427,14
36,16.4296,600,1,1,427,0
37,312.0818,600,1,1,427,0
38,922.0977,600,1,1,427,0
39,421.4078,600,1,1,427,0
40,691.1051,600,1,1,427,0
41,84.2559,600,1,1,427,0
42,322.3187,600,1,1,427,0
43,531.4513,600,1,1,427,0
44,11.9477,600,0,1,427,28
45,10.9505,600,0,0,427,26
46,622.8683,600,1,1,427,0
47,649.8156,600,1,1,427,0
48,886.3789,600,1,1,427,0
49,10.5912,600,0,1,427,30
50,791.3697,600,1,1,427,0
51,639.9686,600,1,1,427,0
52,212.3572,600,1,1,427,0
53,743.9586,600,1,1,427,0
54,645.4716,600,1,1,427,0
55,701.9320,600,1,1,427,0
56,11.9383,600,0,1,427,36
57,872.0674,600,1,1,427,0
58,281.1420,600,1,1,427,0
59,167.1537,600,1,1,427,0
60,732.2865,600,1,1,427,0
61,244.8997,600,1,1,427,0
62,236.6643,600,1,1,427,0
63,748.3381,600,1,1,427,0
64,249.1782,600,1,1,427,0
65,8.1437,600,0,1,427,63
66,325.2604,600,1,1,427,0
67,428.9387,600,1,1,427,0
68,213.6291,600,1,1,427,0
69,12.9025,600,0,0,427,11
70,813.5194,600,1,1,427,0
71,13.2512,600,0,0,427,15
72,316.9103,600,1,1,427,0
73,11.0093,600,0,1,427,21
74,10.3336,600,0,0,427,39
75,856.2291,600,1,1,427,0
76,777.9014,600,1,1,427,0
77,22.8325,600,1,1,427,0
78,717.6765,600,1,1,427,0
79,370.7748,600,1,1,427,0
80,8.9576,600,0,1,427,37
81,675.3142,600,1,1,427,0
82,144.9766,600,1,1,427,0
83,9.4979,600,0,1,427,46
84,671.3491,600,1,1,427,0
85,610.1983,600,1,1,427,0
86,402.7528,600,1,1,427,0
87,80.7102,600,1,1,427,0
88,725.1025,600,1,1,427,0
89,33.6547,600,1,1,427,0
90,9.3639,600,0,1,427,20
91,899.3132,600,1,1,427,0
92,154.5114,600,1,1,427,0
93,64.4205,600,1,1,427,0
94,507.3058,600,1,1,427,0
95,88.7451,600,1,1,427,0
96,176.9351,600,1,1,427,0
97,480.3442,600,1,1,427,0
98,201.1526,600,1,1,427,0
99,817.0252,600,1,1,427,0
100,723.4844,600,1,1,562,0
101,237.8935,600,1,1,562,0
102,351.0467,600,1,1,562,0
103,12.3487,600,0,0,562,21
104,440.6898,600,1,1,562,0
105,92.4211,600,1,1,562,0
106,472.8872,600,1,1,562,0
107,10.3827,600,0,0,562,8
108,373.1274,600,1,1,562,0
109,677.8764,600,1,1,562,0
110,164.2918,600,1,1,562,0
111,246.1352,600,1,1,562,0
112,301.8206,600,1,1,562,0
113,10.2588,600,0,1,562,29
114,258.6762,600,1,1,562,0
115,116.2854,600,1,1,562,0
116,12.0267,600,0,1,562,14
117,66.8208,600,1,1,562,0
118,866.4424,600,1,1,562,0
119,87.6864,600,1,1,562,0
120,12.4598,600,0,1,562,33
121,12.6949,600,0,1,562,11
122,684.9062,600,1,1,562,0
123,10.3167,600,0,0,562,7
124,474.6594,600,1,1,562,0
125,777.1037,600,1,1,562,0
126,83.4987,600,1,1,562,0
127,10.9213,600,0,0,562,38
128,515.6325,600,1,1,562,0
129,40.1601,600,1,1,562,0
130,11.3300,600,0,0,562,3
131,697.9010,600,1,1,562,0
132,691.8525,600,1,1,562,0
133,251.6361,600,1,1,562,0
134,13.0154,600,0,1,562,9
135,722.4236,600,1,1,562,0
136,14.1799,600,0,1,562,1
137,11.8101,600,0,1,562,35
138,375.2674,600,1,1,562,0
139,10.6137,600,0,1,562,4
140,739.9162,600,1,1,562,0
141,207.9246,600,1,1,562,0
142,802.9089,600,1,1,562,0
143,12.0963,600,0,0,562,11
144,11.3717,600,0,0,562,21
145,503.4487,600,1,1,562,0
146,801.7361,600,1,1,562,0
147,397.7132,600,1,1,562,0
148,327.7190,600,1,1,562,0
149,597.9006,600,1,1,562,0
150,855.4459,600,1,1,562,0
151,413.0880,600,1,1,562,0
152,380.3323,600,1,1,562,0
153,202.5395,600,1,1,562,0
154,13.0226,600,0,0,562,14
155,874.1447,600,1,1,562,0
156,605.8823,600,1,1,562,0
157,94.0773,600,1,1,562,0
158,335.9020,600,1,1,562,0
159,14.3480,600,0,0,562,1
160,88.0584,600,1,1,562,0
161,743.1159,600,1,1,562,0
162,712.1487,600,1,1,562,0
163,13.8417,600,0,0,562,3
164,563.8185,600,1,1,562,0
165,144.6950,600,1,1,562,0
166,790.2820,600,1,1,562,0
167,903.3589,600,1,1,562,0
168,241.5622,600,1,1,562,0
169,785.7664,600,1,1,562,0
170,11.2840,600,0,1,562,20
171,510.4715,600,1,1,562,0
172,824.9339,600,1,1,562,0
173,586.1426,600,1,1,562,0
174,581.2970,600,1,1,562,0
175,17.5226,600,1,1,562,0
176,12.2098,600,0,0,562,26
177,570.6821,600,1,1,562,0
178,545.1808,600,1,1,562,0
179,286.8227,600,1,1,562,0
180,530.5378,600,1,1,562,0
181,851.9614,600,1,1,562,0
182,237.8539,600,1,1,562,0
183,565.9272,600,1,1,562,0
184,756.2415,600,1,1,562,0
185,605.0016,600,1,1,562,0
186,74.1960,600,1,1,562,0
187,163.0179,600,1,1,562,0
188,413.3676,600,1,1,562,0
189,902.8584,600,1,1,562,0
190,14.3420,600,0,0,562,4
191,12.4598,600,0,1,562,1
192,786.9276,600,1,1,562,0
193,280.6008,600,1,1,562,0
194,12.2139,600,0,0,562,4
195,372.1650,600,1,1,562,0
196,573.2564,600,1,1,562,0
197,200.1571,600,1,1,562,0
198,306.6231,600,1,1,562,0
199,869.3158,600,1,1,562,0
