episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
90,595.5402,600,1,1,473,0
91,12.6311,600,0,0,473,9
92,12.2755,600,0,0,473,15
93,452.8328,600,1,1,473,0
94,644.4804,600,1,1,473,0
95,215.6516,600,1,1,473,0
96,797.8330,600,1,1,473,0
97,755.7680,600,1,1,473,0
98,353.8012,600,1,1,473,0
99,811.9098,600,1,1,473,0
100,126.7708,600,1,1,570,0
101,855.4378,600,1,1,570,0
102,503.6261,600,1,1,570,0
103,364.0729,600,1,1,570,0
104,14.1071,600,0,0,570,1
105,705.9282,600,1,1,570,0
106,293.4297,600,1,1,570,0
107,757.6024,600,1,1,570,0
108,59.1503,600,1,1,570,0
109,811.7661,600,1,1,570,0
110,854.0696,600,1,1,570,0
111,43.7183,600,1,1,570,0
112,827.6473,600,1,1,570,0
113,660.7686,600,1,1,570,0
114,408.8127,600,1,1,570,0
115,468.7182,600,1,1,570,0
116,833.5959,600,1,1,570,0
117,467.3802,600,1,1,570,0
118,250.7885,600,1,1,570,0
119,658.2767,600,1,1,570,0
120,118.4819,600,1,1,570,0
121,485.3367,600,1,1,570,0
122,829.8909,600,1,1,570,0
123,118.6158,600,1,1,570,0
124,403.9189,600,1,1,570,0
125,60.0823,600,1,1,570,0
126,690.9304,600,1,1,570,0
127,13.5772,600,0,0,570,1
128,68.9093,600,1,1,570,0
129,157.7247,600,1,1,570,0
130,30.3572,600,1,1,570,0
131,813.6025,600,1,1,570,0
132,468.5929,600,1,1,570,0
133,797.3229,600,1,1,570,0
134,295.1889,600,1,1,570,0
135,234.9496,600,1,1,570,0
136,13.9448,600,0,0,570,2
137,643.8388,600,1,1,570,0
138,707.4510,600,1,1,570,0
139,102.3180,600,1,1,570,0
140,793.9270,600,1,1,570,0
141,667.0237,600,1,1,570,0
142,876.8086,600,1,1,570,0
143,12.1150,600,0,0,570,3
144,249.0314,600,1,1,570,0
145,484.0982,600,1,1,570,0
146,490.6886,600,1,1,570,0
147,703.0214,600,1,1,570,0
148,688.5370,600,1,1,570,0
149,84.2671,600,1,1,570,0
150,780.9554,600,1,1,570,0
151,42.1988,600,1,1,570,0
152,863.8440,600,1,1,570,0
153,488.4080,600,1,1,570,0
154,36.3612,600,1,1,570,0
155,82.4744,600,1,1,570,0
156,684.5754,600,1,1,570,0
157,480.4093,600,1,1,570,0
158,335.0486,600,1,1,570,0
159,728.1773,600,1,1,570,0
160,43.3485,600,1,1,570,0
161,14.0127,600,0,1,570,14
162,172.5838,600,1,1,570,0
163,859.3941,600,1,1,570,0
164,163.3726,600,1,1,570,0
165,736.0090,600,1,1,570,0
166,272.0038,600,1,1,570,0
167,83.8099,600,1,1,570,0
168,488.3394,600,1,1,570,0
169,162.3132,600,1,1,570,0
170,228.5088,600,1,1,570,0
171,267.0634,600,1,1,570,0
172,858.7230,600,1,1,570,0
173,40.3675,600,1,1,570,0
174,181.2989,600,1,1,570,0
175,176.5176,600,1,1,570,0
176,57.7608,600,1,1,570,0
177,863.9040,600,1,1,570,0
178,784.6369,600,1,1,570,0
179,797.5026,600,1,1,570,0
180,776.0764,600,1,1,570,0
181,167.8932,600,1,1,570,0
182,13.0265,600,0,1,570,8
183,415.0816,600,1,1,570,0
184,82.2233,600,1,1,570,0
185,88.0065,600,1,1,570,0
186,920.2692,600,1,1,570,0
187,154.4250,600,1,1,570,0
188,498.9039,600,1,1,570,0
189,629.4231,600,1,1,570,0
190,72.8157,600,1,1,570,0
191,109.1506,600,1,1,570,0
192,366.3833,600,1,1,570,0
193,448.7010,600,1,1,570,0
194,27.8841,600,1,1,570,0
195,100.8030,600,1,1,570,0
196,395.2084,600,1,1,570,0
197,354.4414,600,1,1,570,0
198,484.8982,600,1,1,570,0
199,12.8828,600,0,0,570,11
