episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
73,163.7059,600,1,1,481,0
74,11.1554,600,0,1,481,3
75,154.0522,600,1,1,481,0
76,12.3309,600,0,0,481,4
77,859.1005,600,1,1,481,0
78,826.9218,600,1,1,481,0
79,12.2891,600,0,0,481,4
80,226.6682,600,1,1,481,0
81,11.6992,600,0,0,481,2
82,884.3057,600,1,1,481,0
83,19.0756,600,1,1,481,0
84,665.1955,600,1,1,481,0
85,613.7790,600,1,1,481,0
86,502.7080,600,1,1,481,0
87,853.4480,600,1,1,481,0
88,645.1849,600,1,1,481,0
89,903.2651,600,1,1,481,0
90,575.8764,600,1,1,481,0
91,684.9791,600,1,1,481,0
92,313.6338,600,1,1,481,0
93,175.1148,600,1,1,481,0
94,569.2845,600,1,1,481,0
95,743.6197,600,1,1,481,0
96,64.2344,600,1,1,481,0
97,749.5530,600,1,1,481,0
98,840.2786,600,1,1,481,0
99,527.2179,600,1,1,481,0
100,900.5977,600,1,1,461,0
101,804.1681,600,1,1,461,0
102,678.8631,600,1,1,461,0
103,712.0230,600,1,1,461,0
104,235.9883,600,1,1,461,0
105,858.7367,600,1,1,461,0
106,842.5007,600,1,1,461,0
107,58.2474,600,1,1,461,0
108,454.5111,600,1,1,461,0
109,90.4353,600,1,1,461,0
110,645.4681,600,1,1,461,0
111,88.2144,600,1,1,461,0
112,10.9979,600,0,0,461,24
113,855.0021,600,1,1,461,0
114,351.9242,600,1,1,461,0
115,808.3357,600,1,1,461,0
116,845.1306,600,1,1,461,0
117,11.4283,600,0,0,461,21
118,444.7712,600,1,1,461,0
119,359.8250,600,1,1,461,0
120,232.5234,600,1,1,461,0
121,379.9922,600,1,1,461,0
122,313.9750,600,1,1,461,0
123,11.9747,600,0,1,461,21
124,860.3505,600,1,1,461,0
125,727.9612,600,1,1,461,0
126,20.8782,600,1,1,461,0
127,12.6697,600,0,0,461,1
128,396.3408,600,1,1,461,0
129,12.6294,600,0,1,461,10
130,208.1180,600,1,1,461,0
131,181.3046,600,1,1,461,0
132,781.5182,600,1,1,461,0
133,747.1937,600,1,1,461,0
134,189.2150,600,1,1,461,0
135,740.9623,600,1,1,461,0
136,239.5199,600,1,1,461,0
137,715.4776,600,1,1,461,0
138,341.6288,600,1,1,461,0
139,279.7474,600,1,1,461,0
140,197.8647,600,1,1,461,0
141,11.8897,600,0,1,461,16
142,35.8124,600,1,1,461,0
143,868.9141,600,1,1,461,0
144,550.0728,600,1,1,461,0
145,914.0004,600,1,1,461,0
146,334.5941,600,1,1,461,0
147,150.7950,600,1,1,461,0
148,12.8349,600,0,1,461,11
149,151.3918,600,1,1,461,0
150,832.3182,600,1,1,461,0
151,207.3729,600,1,1,461,0
152,542.9260,600,1,1,461,0
153,344.1622,600,1,1,461,0
154,505.4143,600,1,1,461,0
155,13.0230,600,0,1,461,2
156,346.5535,600,1,1,461,0
157,7.5273,600,0,1,461,42
158,10.0931,600,0,1,461,25
159,7.4905,600,0,0,461,51
160,242.0623,600,1,1,461,0
161,5.7457,600,0,1,461,99
162,8.2556,600,0,1,461,31
163,313.0804,600,1,1,461,0
164,117.1417,600,1,1,461,0
165,750.2954,600,1,1,461,0
166,416.8369,600,1,1,461,0
167,8.1438,600,0,1,461,32
168,89.4220,600,1,1,461,0
169,10.9568,600,0,0,461,37
170,780.9747,600,1,1,461,0
171,10.2906,600,0,0,461,8
172,160.8933,600,1,1,461,0
173,12.5005,600,0,1,461,7
174,13.3140,600,0,1,461,11
175,368.6118,600,1,1,461,0
176,218.1917,600,1,1,461,0
177,690.7670,600,1,1,461,0
178,12.9940,600,0,0,461,4
179,446.7886,600,1,1,461,0
180,893.6157,600,1,1,461,0
181,57.4643,600,1,1,461,0
182,492.3658,600,1,1,461,0
183,893.0451,600,1,1,461,0
184,342.0330,600,1,1,461,0
185,264.2054,600,1,1,461,0
186,829.0650,600,1,1,461,0
187,242.6556,600,1,1,461,0
188,225.0342,600,1,1,461,0
189,14.2666,600,0,0,461,4
190,691.4344,600,1,1,461,0
191,646.4418,600,1,1,461,0
192,749.8200,600,1,1,461,0
193,870.6195,600,1,1,461,0
194,160.3667,600,1,1,461,0
195,788.5732,600,1,1,461,0
196,92.4501,600,1,1,461,0
197,740.7287,600,1,1,461,0
198,12.8096,600,0,0,461,17
199,406.1436,600,1,1,461,0
