episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
87,410.7035,600,1,1,576,0
88,70.0837,600,1,1,576,0
89,332.9183,600,1,1,576,0
90,395.6209,600,1,1,576,0
91,232.6133,600,1,1,576,0
92,325.7260,600,1,1,576,0
93,340.8604,600,1,1,576,0
94,777.3102,600,1,1,576,0
95,589.9212,600,1,1,576,0
96,842.3313,600,1,1,576,0
97,369.5808,600,1,1,576,0
98,685.3636,600,1,1,576,0
99,838.4405,600,1,1,576,0
100,823.5451,600,1,1,589,0
101,934.3500,600,1,1,589,0
102,759.5708,600,1,1,589,0
103,173.3037,600,1,1,589,0
104,889.2684,600,1,1,589,0
105,917.8328,600,1,1,589,0
106,401.5349,600,1,1,589,0
107,129.2267,600,1,1,589,0
108,560.5989,600,1,1,589,0
109,412.9399,600,1,1,589,0
110,251.1855,600,1,1,589,0
111,760.7936,600,1,1,589,0
112,854.1471,600,1,1,589,0
113,233.7153,600,1,1,589,0
114,747.8475,600,1,1,589,0
115,417.6238,600,1,1,589,0
116,417.2266,600,1,1,589,0
117,572.2674,600,1,1,589,0
118,592.7792,600,1,1,589,0
119,899.7318,600,1,1,589,0
120,820.9021,600,1,1,589,0
121,14.3189,600,0,1,589,7
122,444.6376,600,1,1,589,0
123,595.1567,600,1,1,589,0
124,932.4391,600,1,1,589,0
125,796.7704,600,1,1,589,0
126,680.8529,600,1,1,589,0
127,481.2133,600,1,1,589,0
128,898.9636,600,1,1,589,0
129,224.2101,600,1,1,589,0
130,460.0448,600,1,1,589,0
131,53.6250,600,1,1,589,0
132,551.8244,600,1,1,589,0
133,15.2762,600,0,1,589,1
134,787.1797,600,1,1,589,0
135,897.7177,600,1,1,589,0
136,699.5385,600,1,1,589,0
137,116.2529,600,1,1,589,0
138,147.6252,600,1,1,589,0
139,453.2878,600,1,1,589,0
140,759.0288,600,1,1,589,0
141,397.8592,600,1,1,589,0
142,820.1986,600,1,1,589,0
143,790.1140,600,1,1,589,0
144,101.0094,600,1,1,589,0
145,876.9968,600,1,1,589,0
146,253.7879,600,1,1,589,0
147,719.5024,600,1,1,589,0
148,773.6374,600,1,1,589,0
149,74.0718,600,1,1,589,0
150,395.1049,600,1,1,589,0
151,614.2721,600,1,1,589,0
152,846.8978,600,1,1,589,0
153,823.0614,600,1,1,589,0
154,49.9988,600,1,1,589,0
155,837.7132,600,1,1,589,0
156,142.8047,600,1,1,589,0
157,575.4921,600,1,1,589,0
158,828.5732,600,1,1,589,0
159,234.7144,600,1,1,589,0
160,347.5645,600,1,1,589,0
161,791.5708,600,1,1,589,0
162,293.0066,600,1,1,589,0
163,388.5380,600,1,1,589,0
164,822.5069,600,1,1,589,0
165,704.4290,600,1,1,589,0
166,414.0401,600,1,1,589,0
167,916.6959,600,1,1,589,0
168,154.6608,600,1,1,589,0
169,537.2738,600,1,1,589,0
170,685.9541,600,1,1,589,0
171,455.6862,600,1,1,589,0
172,248.6469,600,1,1,589,0
173,192.8990,600,1,1,589,0
174,419.7922,600,1,1,589,0
175,150.3787,600,1,1,589,0
176,804.3932,600,1,1,589,0
177,704.3343,600,1,1,589,0
178,706.4358,600,1,1,589,0
179,832.7209,600,1,1,589,0
180,389.7177,600,1,1,589,0
181,913.3418,600,1,1,589,0
182,263.7784,600,1,1,589,0
183,581.5901,600,1,1,589,0
184,163.8555,600,1,1,589,0
185,397.6099,600,1,1,589,0
186,306.4177,600,1,1,589,0
187,72.3450,600,1,1,589,0
188,677.7145,600,1,1,589,0
189,198.2740,600,1,1,589,0
190,785.9592,600,1,1,589,0
191,324.2184,600,1,1,589,0
192,341.4974,600,1,1,589,0
193,456.8717,600,1,1,589,0
194,819.8171,600,1,1,589,0
195,590.7289,600,1,1,589,0
196,29.6830,600,1,1,589,0
197,416.8789,600,1,1,589,0
198,742.5140,600,1,1,589,0
199,166.1166,600,1,1,589,0
