episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
162,899.6472,600,1,1,538,0
163,495.3869,600,1,1,538,0
164,909.7460,600,1,1,538,0
165,438.0932,600,1,1,538,0
166,326.7453,600,1,1,538,0
167,792.4711,600,1,1,538,0
168,250.7654,600,1,1,538,0
169,835.8550,600,1,1,538,0
170,188.2501,600,1,1,538,0
171,12.4909,600,0,0,538,16
172,522.2853,600,1,1,538,0
173,865.7836,600,1,1,538,0
174,759.5454,600,1,1,538,0
175,429.6766,600,1,1,538,0
176,707.0136,600,1,1,538,0
177,455.6134,600,1,1,538,0
178,256.6209,600,1,1,538,0
179,169.4357,600,1,1,538,0
180,264.2519,600,1,1,538,0
181,546.0011,600,1,1,538,0
182,611.2513,600,1,1,538,0
183,716.4843,600,1,1,538,0
184,127.0614,600,1,1,538,0
185,254.5740,600,1,1,538,0
186,370.2307,600,1,1,538,0
187,533.3853,600,1,1,538,0
188,188.8873,600,1,1,538,0
189,77.8086,600,1,1,538,0
190,851.3241,600,1,1,538,0
191,757.6579,600,1,1,538,0
192,252.6393,600,1,1,538,0
193,296.7909,600,1,1,538,0
194,746.1733,600,1,1,538,0
195,271.8809,600,1,1,538,0
196,13.4603,600,0,0,538,3
197,796.6790,600,1,1,538,0
198,345.0608,600,1,1,538,0
199,361.2375,600,1,1,538,0
