episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
63,563.6954,600,1,1,408,0
64,501.3739,600,1,1,408,0
65,54.4184,600,1,1,408,0
66,14.4497,600,0,1,408,10
67,901.1140,600,1,1,408,0
68,141.7600,600,1,1,408,0
69,43.4370,600,1,1,408,0
70,835.5695,600,1,1,408,0
71,933.5006,600,1,1,408,0
72,782.9120,600,1,1,408,0
73,604.3836,600,1,1,408,0
74,628.3044,600,1,1,408,0
75,493.8039,600,1,1,408,0
76,86.0098,600,1,1,408,0
77,677.9149,600,1,1,408,0
78,102.7135,600,1,1,408,0
79,187.0533,600,1,1,408,0
80,413.8337,600,1,1,408,0
81,571.9448,600,1,1,408,0
82,390.7330,600,1,1,408,0
83,762.8654,600,1,1,408,0
84,804.9575,600,1,1,408,0
85,76.0789,600,1,1,408,0
86,448.6954,600,1,1,408,0
87,355.9033,600,1,1,408,0
88,533.8019,600,1,1,408,0
89,125.7780,600,1,1,408,0
90,84.4181,600,1,1,408,0
91,322.8945,600,1,1,408,0
92,704.1120,600,1,1,408,0
93,457.8293,600,1,1,408,0
94,768.7354,600,1,1,408,0
95,617.0899,600,1,1,408,0
96,859.0501,600,1,1,408,0
97,216.5302,600,1,1,408,0
98,479.3089,600,1,1,408,0
99,833.8587,600,1,1,408,0
100,396.2538,600,1,1,461,0
101,744.5833,600,1,1,461,0
102,380.7596,600,1,1,461,0
103,567.0063,600,1,1,461,0
104,584.9301,600,1,1,461,0
105,698.0034,600,1,1,461,0
106,737.7168,600,1,1,461,0
107,785.0316,600,1,1,461,0
108,577.0062,600,1,1,461,0
109,258.9258,600,1,1,461,0
110,13.1270,600,0,0,461,16
111,605.9763,600,1,1,461,0
112,425.5053,600,1,1,461,0
113,779.3693,600,1,1,461,0
114,120.1528,600,1,1,461,0
115,337.7828,600,1,1,461,0
116,236.2317,600,1,1,461,0
117,364.1073,600,1,1,461,0
118,682.9088,600,1,1,461,0
119,732.5755,600,1,1,461,0
120,170.3426,600,1,1,461,0
121,199.0286,600,1,1,461,0
122,733.4312,600,1,1,461,0
123,791.2103,600,1,1,461,0
124,563.3466,600,1,1,461,0
125,420.8646,600,1,1,461,0
126,25.6783,600,1,1,461,0
127,184.9611,600,1,1,461,0
128,398.3619,600,1,1,461,0
129,353.3911,600,1,1,461,0
130,240.7108,600,1,1,461,0
131,28.2268,600,1,1,461,0
132,903.5397,600,1,1,461,0
133,514.0645,600,1,1,461,0
134,390.3075,600,1,1,461,0
135,14.2856,600,0,1,461,13
136,250.3835,600,1,1,461,0
137,100.2172,600,1,1,461,0
138,51.7940,600,1,1,461,0
139,209.7111,600,1,1,461,0
140,244.2609,600,1,1,461,0
141,420.5055,600,1,1,461,0
142,265.5598,600,1,1,461,0
143,816.8066,600,1,1,461,0
144,908.4329,600,1,1,461,0
145,315.0093,600,1,1,461,0
146,288.8613,600,1,1,461,0
147,341.5588,600,1,1,461,0
148,386.0615,600,1,1,461,0
149,773.0329,600,1,1,461,0
150,544.0139,600,1,1,461,0
151,650.4181,600,1,1,461,0
152,415.8500,600,1,1,461,0
153,747.6496,600,1,1,461,0
154,742.1982,600,1,1,461,0
155,238.1309,600,1,1,461,0
156,774.4775,600,1,1,461,0
157,316.8692,600,1,1,461,0
158,148.6352,600,1,1,461,0
159,514.0832,600,1,1,461,0
160,31.8664,600,1,1,461,0
161,692.3013,600,1,1,461,0
162,655.9523,600,1,1,461,0
163,858.2819,600,1,1,461,0
164,209.2414,600,1,1,461,0
165,386.6107,600,1,1,461,0
166,116.4118,600,1,1,461,0
167,577.5652,600,1,1,461,0
168,159.5985,600,1,1,461,0
169,232.7402,600,1,1,461,0
170,781.0923,600,1,1,461,0
171,813.7159,600,1,1,461,0
172,703.6804,600,1,1,461,0
173,295.0534,600,1,1,461,0
174,780.9204,600,1,1,461,0
175,780.5840,600,1,1,461,0
176,15.3102,600,0,1,461,1
177,727.1618,600,1,1,461,0
178,201.7283,600,1,1,461,0
179,134.7970,600,1,1,461,0
180,201.0229,600,1,1,461,0
181,752.3627,600,1,1,461,0
182,560.8937,600,1,1,461,0
183,377.8509,600,1,1,461,0
184,634.7782,600,1,1,461,0
185,338.4297,600,1,1,461,0
186,783.4000,600,1,1,461,0
187,201.8081,600,1,1,461,0
188,287.6970,600,1,1,461,0
189,697.2472,600,1,1,461,0
190,51.7480,600,1,1,461,0
191,546.3983,600,1,1,461,0
192,889.4769,600,1,1,461,0
193,845.5328,600,1,1,461,0
194,203.2072,600,1,1,461,0
195,881.4948,600,1,1,461,0
196,495.8712,600,1,1,461,0
197,766.6492,600,1,1,461,0
198,754.6483,600,1,1,461,0
199,440.6416,600,1,1,461,0
