episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
162,831.3229,600,1,1,413,0
163,146.8928,600,1,1,413,0
164,935.3286,600,1,1,413,0
165,579.4617,600,1,1,413,0
166,781.3213,600,1,1,413,0
167,92.1349,600,1,1,413,0
168,778.0406,600,1,1,413,0
169,133.8731,600,1,1,413,0
170,723.2004,600,1,1,413,0
171,298.6632,600,1,1,413,0
172,221.9905,600,1,1,413,0
173,368.0451,600,1,1,413,0
174,760.9938,600,1,1,413,0
175,43.9419,600,1,1,413,0
176,516.6770,600,1,1,413,0
177,244.1400,600,1,1,413,0
178,217.0974,600,1,1,413,0
179,469.8767,600,1,1,413,0
180,424.4899,600,1,1,413,0
181,175.8429,600,1,1,413,0
182,623.0319,600,1,1,413,0
183,12.3408,600,0,1,413,8
184,411.4546,600,1,1,413,0
185,111.8450,600,1,1,413,0
186,175.4453,600,1,1,413,0
187,882.7008,600,1,1,413,0
188,283.2775,600,1,1,413,0
189,497.6051,600,1,1,413,0
190,282.7704,600,1,1,413,0
191,422.5092,600,1,1,413,0
192,880.7575,600,1,1,413,0
193,284.6936,600,1,1,413,0
194,642.1087,600,1,1,413,0
195,372.4274,600,1,1,413,0
196,922.2535,600,1,1,413,0
197,672.7190,600,1,1,413,0
198,278.2619,600,1,1,413,0
199,306.7470,600,1,1,413,0
