episode,total_reward,episode_length,success,phase_switched,dry_mass,fuel_mass_init
166,449.6708,600,1,1,527,0
167,11.0973,600,0,0,527,1
168,11.2302,600,0,0,527,26
169,626.6811,600,1,1,527,0
170,324.2336,600,1,1,527,0
171,123.5401,600,1,1,527,0
172,713.6755,600,1,1,527,0
173,617.7217,600,1,1,527,0
174,42.2534,600,1,1,527,0
175,16.4388,600,1,1,527,0
176,313.3147,600,1,1,527,0
177,128.6945,600,1,1,527,0
178,907.2309,600,1,1,527,0
179,216.1300,600,1,1,527,0
180,292.2715,600,1,1,527,0
181,10.4244,600,0,0,527,26
182,135.3478,600,1,1,527,0
183,10.0796,600,0,0,527,37
184,57.4976,600,1,1,527,0
185,157.0096,600,1,1,527,0
186,11.9002,600,0,0,527,8
187,353.1909,600,1,1,527,0
188,508.6376,600,1,1,527,0
189,199.6224,600,1,1,527,0
190,658.9765,600,1,1,527,0
191,826.1756,600,1,1,527,0
192,888.0252,600,1,1,527,0
193,49.8793,600,1,1,527,0
194,14.7915,600,0,0,527,0
195,224.3918,600,1,1,527,0
196,83.8895,600,1,1,527,0
197,10.7525,600,0,1,527,29
198,609.1027,600,1,1,527,0
199,478.1428,600,1,1,527,0
