episode,total_reward,steps,success,switched,self_fuel_end,dry_mass,fuel_mass
76,437.7754,400,1,1,0.0325,592,0
77,466.8293,400,1,1,0.0316,592,0
78,489.2673,400,1,1,0.0356,592,0
79,505.0927,400,1,1,0.0354,592,0
80,349.4571,400,1,1,0.0382,592,0
81,604.3501,400,1,1,0.0313,592,0
82,386.1027,400,1,1,0.0373,592,0
83,473.2656,400,1,1,0.0383,592,0
84,542.4351,400,1,1,0.0390,592,0
85,474.4422,400,1,1,0.0334,592,0
86,549.5818,400,1,1,0.0336,592,0
87,511.6957,400,1,1,0.0371,592,0
88,577.8980,400,1,1,0.0345,592,0
89,534.7006,400,1,1,0.0340,592,0
90,559.1145,400,1,1,0.0305,592,0
91,322.2620,400,1,1,0.0319,592,0
92,541.6863,400,1,1,0.0319,592,0
93,507.3725,400,1,1,0.0350,592,0
94,549.9561,400,1,1,0.0352,592,0
95,500.9791,400,1,1,0.0347,592,0
96,595.6190,400,1,1,0.0354,592,0
97,279.0793,400,1,1,0.0319,592,0
98,493.4394,400,1,1,0.0345,592,0
99,248.7153,400,1,1,0.0364,592,0
100,383.2988,400,1,1,0.0326,576,0
101,498.2494,400,1,1,0.0421,576,0
102,468.3604,400,1,1,0.0337,576,0
103,598.4209,400,1,1,0.0324,576,0
104,611.2552,400,1,1,0.0411,576,0
105,424.8494,400,1,1,0.0332,576,0
106,312.2702,400,1,1,0.0342,576,0
107,473.5467,400,1,1,0.0327,576,0
108,585.7110,400,1,1,0.0362,576,0
109,504.8646,400,1,1,0.0309,576,0
110,549.2998,400,1,1,0.0345,576,0
111,536.1300,400,1,1,0.0326,576,0
112,551.2062,400,1,1,0.0308,576,0
113,462.6962,400,1,1,0.0350,576,0
114,547.5267,400,1,1,0.0323,576,0
115,590.4522,400,1,1,0.0327,576,0
116,569.4877,400,1,1,0.0316,576,0
117,569.1082,400,1,1,0.0320,576,0
118,531.0279,400,1,1,0.0321,576,0
119,574.4800,400,1,1,0.0361,576,0
120,567.0777,400,1,1,0.0321,576,0
121,470.6641,400,1,1,0.0342,576,0
122,500.2869,400,1,1,0.0328,576,0
123,472.7628,400,1,1,0.0352,576,0
124,520.6248,400,1,1,0.0391,576,0
125,560.9339,400,1,1,0.0305,576,0
126,495.0847,400,1,1,0.0319,576,0
127,5.5622,124,0,0,0.7008,576,17
128,447.9238,400,1,1,0.0351,576,0
129,322.0959,400,1,1,0.0306,576,0
130,8.4041,181,0,0,0.5633,576,1
131,512.0295,400,1,1,0.0339,576,0
132,502.2742,400,1,1,0.0325,576,0
133,333.5082,400,1,1,0.0322,576,0
134,468.5638,400,1,1,0.0381,576,0
135,6.0334,124,0,0,0.7002,576,18
136,350.3400,400,1,1,0.0318,576,0
137,348.7633,400,1,1,0.0350,576,0
138,439.2063,400,1,1,0.0314,576,0
139,422.9968,400,1,1,0.0414,576,0
140,557.6924,400,1,1,0.0400,576,0
141,583.6503,400,1,1,0.0341,576,0
142,20.5168,400,1,1,0.0422,576,0
143,588.4364,400,1,1,0.0345,576,0
144,420.8338,400,1,1,0.0312,576,0
145,272.1181,400,1,1,0.0321,576,0
146,502.3983,400,1,1,0.0345,576,0
147,588.5253,400,1,1,0.0326,576,0
148,519.8854,400,1,1,0.0321,576,0
149,494.1056,400,1,1,0.0308,576,0
150,3.8053,87,0,0,0.7891,576,79
151,363.1413,400,1,1,0.0353,576,0
152,548.3722,400,1,1,0.0333,576,0
153,7.6240,139,0,0,0.6640,576,10
154,580.6854,400,1,1,0.0317,576,0
155,522.0291,400,1,1,0.0305,576,0
156,489.6909,400,1,1,0.0308,576,0
157,408.6475,400,1,1,0.0371,576,0
158,8.5980,208,0,0,0.4975,576,2
159,438.8322,400,1,1,0.0342,576,0
160,474.8420,400,1,1,0.0386,576,0
161,571.3637,400,1,1,0.0327,576,0
162,579.2011,400,1,1,0.0307,576,0
163,559.6717,400,1,1,0.0309,576,0
164,6.0167,124,0,0,0.7005,576,5
165,618.4170,400,1,1,0.0316,576,0
166,613.8896,400,1,1,0.0317,576,0
167,561.6669,400,1,1,0.0317,576,0
168,542.5981,400,1,1,0.0324,576,0
169,542.1048,400,1,1,0.0327,576,0
170,570.5184,400,1,1,0.0306,576,0
171,520.7484,400,1,1,0.0332,576,0
172,509.4733,400,1,1,0.0317,576,0
173,526.3665,400,1,1,0.0319,576,0
174,606.5899,400,1,1,0.0309,576,0
175,433.4227,400,1,1,0.0333,576,0
176,596.5695,400,1,1,0.0311,576,0
177,4.8319,102,0,0,0.7527,576,45
178,392.1039,400,1,1,0.0311,576,0
179,551.9724,400,1,1,0.0302,576,0
180,259.2393,400,1,1,0.0310,576,0
181,531.4963,400,1,1,0.0363,576,0
182,6.2889,100,0,0,0.7580,576,33
183,566.3586,400,1,1,0.0320,576,0
184,501.8298,400,1,1,0.0313,576,0
185,520.3168,400,1,1,0.0308,576,0
186,574.8641,400,1,1,0.0307,576,0
187,589.1096,400,1,1,0.0309,576,0
188,454.0214,400,1,1,0.0315,576,0
189,5.8780,130,0,0,0.6852,576,12
190,499.7622,400,1,1,0.0307,576,0
191,7.1913,153,0,0,0.6304,576,0
192,512.3791,400,1,1,0.0307,576,0
193,315.7195,400,1,1,0.0371,576,0
194,581.4856,400,1,1,0.0311,576,0
195,523.4156,400,1,1,0.0309,576,0
196,309.3273,400,1,1,0.0304,576,0
197,351.9980,400,1,1,0.0315,576,0
198,471.3253,400,1,1,0.0303,576,0
199,542.4450,400,1,1,0.0329,576,0
