episode,total_reward,steps,success,switched,self_fuel_end,dry_mass,fuel_mass
44,577.7125,400,1,1,0.0312,424,0
45,497.0204,400,1,1,0.0359,424,0
46,534.2892,400,1,1,0.0301,424,0
47,383.3112,400,1,1,0.0334,424,0
48,445.1778,400,1,1,0.0328,424,0
49,466.8841,400,1,1,0.0304,424,0
50,550.2141,400,1,1,0.0311,424,0
51,503.4011,400,1,1,0.0367,424,0
52,436.4300,400,1,1,0.0301,424,0
53,526.7521,400,1,1,0.0342,424,0
54,597.9664,400,1,1,0.0317,424,0
55,479.6963,400,1,1,0.0339,424,0
56,530.3436,400,1,1,0.0316,424,0
57,508.3966,400,1,1,0.0438,424,0
58,425.5787,400,1,1,0.0414,424,0
59,369.6244,400,1,1,0.0411,424,0
60,592.2716,400,1,1,0.0361,424,0
61,417.5381,400,1,1,0.0496,424,0
62,8.0123,154,0,0,0.6268,424,3
63,581.2181,400,1,1,0.0341,424,0
64,576.8826,400,1,1,0.0365,424,0
65,583.2267,400,1,1,0.0321,424,0
66,2.4678,60,0,0,0.8545,424,71
67,360.0097,400,1,1,0.0378,424,0
68,485.3573,400,1,1,0.0366,424,0
69,459.9324,400,1,1,0.0318,424,0
70,516.5566,400,1,1,0.0329,424,0
71,595.3673,400,1,1,0.0371,424,0
72,602.4163,400,1,1,0.0338,424,0
73,382.5060,400,1,1,0.0326,424,0
74,588.1024,400,1,1,0.0309,424,0
75,483.4303,400,1,1,0.0333,424,0
76,382.2558,400,1,1,0.0344,424,0
77,476.0575,400,1,1,0.0310,424,0
78,5.2128,116,0,0,0.7217,424,53
79,471.5769,400,1,1,0.0339,424,0
80,401.6734,400,1,1,0.0437,424,0
81,543.4111,400,1,1,0.0306,424,0
82,592.3372,400,1,1,0.0365,424,0
83,485.6884,400,1,1,0.0337,424,0
84,8.3687,199,0,0,0.5175,424,8
85,381.9989,400,1,1,0.0311,424,0
86,520.5751,400,1,1,0.0386,424,0
87,487.4831,400,1,1,0.0330,424,0
88,527.1597,400,1,1,0.0327,424,0
89,7.0187,137,0,0,0.6678,424,3
90,479.1175,400,1,1,0.0323,424,0
91,504.9866,400,1,1,0.0342,424,0
92,415.7082,400,1,1,0.0325,424,0
93,6.6127,150,0,0,0.6368,424,4
94,506.6064,400,1,1,0.0325,424,0
95,504.4323,400,1,1,0.0301,424,0
96,5.2093,124,0,0,0.7005,424,52
97,559.6535,400,1,1,0.0344,424,0
98,554.8944,400,1,1,0.0391,424,0
99,6.4890,111,0,0,0.7321,424,5
100,587.4317,400,1,1,0.0308,532,0
101,613.5711,400,1,1,0.0321,532,0
102,594.5531,400,1,1,0.0327,532,0
103,455.6432,400,1,1,0.0351,532,0
104,398.6857,400,1,1,0.0379,532,0
105,536.0244,400,1,1,0.0303,532,0
106,477.9853,400,1,1,0.0301,532,0
107,6.3035,109,0,0,0.7357,532,13
108,578.3210,400,1,1,0.0320,532,0
109,599.0363,400,1,1,0.0315,532,0
110,398.6586,400,1,1,0.0312,532,0
111,477.9361,400,1,1,0.0321,532,0
112,541.7978,400,1,1,0.0383,532,0
113,551.5425,400,1,1,0.0311,532,0
114,484.0180,400,1,1,0.0335,532,0
115,530.9378,400,1,1,0.0352,532,0
116,542.7814,400,1,1,0.0322,532,0
117,503.7536,400,1,1,0.0312,532,0
118,517.7520,400,1,1,0.0309,532,0
119,6.9781,139,0,0,0.6629,532,27
120,560.0409,400,1,1,0.0347,532,0
121,412.8108,400,1,1,0.0314,532,0
122,517.9287,400,1,1,0.0304,532,0
123,509.9703,400,1,1,0.0321,532,0
124,451.0659,400,1,1,0.0305,532,0
125,524.7868,400,1,1,0.0323,532,0
126,496.0862,400,1,1,0.0301,532,0
127,568.5001,400,1,1,0.0369,532,0
128,540.3892,400,1,1,0.0301,532,0
129,389.7299,400,1,1,0.0356,532,0
130,523.8421,400,1,1,0.0306,532,0
131,527.2718,400,1,1,0.0304,532,0
132,496.0233,400,1,1,0.0349,532,0
133,462.5860,400,1,1,0.0343,532,0
134,604.4331,400,1,1,0.0350,532,0
135,8.3956,173,0,0,0.5805,532,0
136,486.3890,400,1,1,0.0320,532,0
137,455.8657,400,1,1,0.0321,532,0
138,457.8081,400,1,1,0.0413,532,0
139,497.7245,400,1,1,0.0380,532,0
140,423.4760,400,1,1,0.0312,532,0
141,398.7828,400,1,1,0.0301,532,0
142,410.6814,400,1,1,0.0344,532,0
143,578.0207,400,1,1,0.0362,532,0
144,595.5712,400,1,1,0.0303,532,0
145,587.2964,400,1,1,0.0391,532,0
146,380.9533,400,1,1,0.0314,532,0
147,547.5693,400,1,1,0.0397,532,0
148,598.2073,400,1,1,0.0314,532,0
149,518.3875,400,1,1,0.0322,532,0
150,461.5734,400,1,1,0.0346,532,0
151,9.1200,148,0,0,0.6436,532,11
152,450.5208,400,1,1,0.0315,532,0
153,186.2410,400,1,1,0.0359,532,0
154,6.9205,142,0,0,0.6557,532,26
155,531.0727,400,1,1,0.0321,532,0
156,433.6215,400,1,1,0.0359,532,0
157,388.8585,400,1,1,0.0342,532,0
158,552.0095,400,1,1,0.0329,532,0
159,573.2522,400,1,1,0.0304,532,0
160,410.0745,400,1,1,0.0417,532,0
161,394.5611,400,1,1,0.0302,532,0
162,568.4447,400,1,1,0.0352,532,0
163,590.6048,400,1,1,0.0369,532,0
164,459.8498,400,1,1,0.0350,532,0
165,374.0820,400,1,1,0.0301,532,0
166,494.8965,400,1,1,0.0332,532,0
167,520.6123,400,1,1,0.0303,532,0
168,543.1334,400,1,1,0.0360,532,0
169,518.6236,400,1,1,0.0318,532,0
170,532.9167,400,1,1,0.0321,532,0
171,527.5156,400,1,1,0.0352,532,0
172,484.1472,400,1,1,0.0322,532,0
173,444.1414,400,1,1,0.0301,532,0
174,501.9268,400,1,1,0.0310,532,0
175,6.4641,134,0,0,0.6757,532,39
176,45.0305,400,1,1,0.0382,532,0
177,454.5814,400,1,1,0.0385,532,0
178,430.7969,400,1,1,0.0412,532,0
179,603.3636,400,1,1,0.0319,532,0
180,498.9389,400,1,1,0.0384,532,0
181,421.4186,400,1,1,0.0321,532,0
182,554.4194,400,1,1,0.0365,532,0
183,556.5720,400,1,1,0.0305,532,0
184,398.3968,400,1,1,0.0354,532,0
185,511.9151,400,1,1,0.0341,532,0
186,469.6070,400,1,1,0.0362,532,0
187,508.5362,400,1,1,0.0338,532,0
188,535.6306,400,1,1,0.0328,532,0
189,247.8311,400,1,1,0.0379,532,0
190,581.5142,400,1,1,0.0305,532,0
191,390.3789,400,1,1,0.0375,532,0
192,539.4135,400,1,1,0.0360,532,0
193,417.5221,400,1,1,0.0358,532,0
194,424.5117,400,1,1,0.0321,532,0
195,502.3810,400,1,1,0.0320,532,0
196,594.0891,400,1,1,0.0320,532,0
197,529.8017,400,1,1,0.0328,532,0
198,6.2676,99,0,0,0.7602,532,17
199,543.9518,400,1,1,0.0328,532,0
