episode,total_reward,steps,success,switched,self_fuel_end,dry_mass,fuel_mass
84,9.2036,152,0,0,0.6314,512,18
85,441.5578,400,1,1,0.0312,512,0
86,557.2714,400,1,1,0.0310,512,0
87,541.5854,400,1,1,0.0308,512,0
88,490.9139,400,1,1,0.0328,512,0
89,402.2630,400,1,1,0.0324,512,0
90,8.8022,187,0,0,0.5465,512,21
91,558.6305,400,1,1,0.0301,512,0
92,435.8088,400,1,1,0.0332,512,0
93,594.2619,400,1,1,0.0309,512,0
94,527.4994,400,1,1,0.0301,512,0
95,515.1832,400,1,1,0.0309,512,0
96,518.1504,400,1,1,0.0304,512,0
97,499.6183,400,1,1,0.0315,512,0
98,373.5793,400,1,1,0.0322,512,0
99,447.4894,400,1,1,0.0312,512,0
100,584.0819,400,1,1,0.0334,491,0
101,568.4751,400,1,1,0.0314,491,0
102,591.0852,400,1,1,0.0348,491,0
103,10.5455,142,0,0,0.6561,491,13
104,475.5928,400,1,1,0.0307,491,0
105,457.9205,400,1,1,0.0310,491,0
106,571.8892,400,1,1,0.0323,491,0
107,8.3650,141,0,0,0.6581,491,24
108,504.1843,400,1,1,0.0301,491,0
109,562.4491,400,1,1,0.0301,491,0
110,537.2307,400,1,1,0.0327,491,0
111,557.9738,400,1,1,0.0349,491,0
112,457.9052,400,1,1,0.0337,491,0
113,613.9928,400,1,1,0.0308,491,0
114,538.2261,400,1,1,0.0313,491,0
115,560.5808,400,1,1,0.0301,491,0
116,467.0837,400,1,1,0.0310,491,0
117,347.3659,400,1,1,0.0323,491,0
118,519.7868,400,1,1,0.0301,491,0
119,538.0942,400,1,1,0.0331,491,0
120,293.7933,400,1,1,0.0316,491,0
121,497.9388,400,1,1,0.0306,491,0
122,13.3930,400,0,0,0.0305,491,3
123,547.5858,400,1,1,0.0312,491,0
124,557.5306,400,1,1,0.0301,491,0
125,441.2550,400,1,1,0.0301,491,0
126,534.8892,400,1,1,0.0320,491,0
127,443.1079,400,1,1,0.0306,491,0
128,9.6735,127,0,0,0.6920,491,13
129,401.2709,400,1,1,0.0302,491,0
130,546.0207,400,1,1,0.0308,491,0
131,514.9077,400,1,1,0.0301,491,0
132,564.1507,400,1,1,0.0301,491,0
133,496.2964,400,1,1,0.0306,491,0
134,491.1282,400,1,1,0.0302,491,0
135,523.1425,400,1,1,0.0304,491,0
136,546.2176,400,1,1,0.0308,491,0
137,7.2831,110,0,0,0.7338,491,39
138,386.0675,400,1,1,0.0301,491,0
139,450.5190,400,1,1,0.0301,491,0
140,532.8126,400,1,1,0.0301,491,0
141,319.7775,400,1,1,0.0301,491,0
142,440.1671,400,1,1,0.0303,491,0
143,601.1313,400,1,1,0.0301,491,0
144,532.3771,400,1,1,0.0301,491,0
145,424.0580,400,1,1,0.0301,491,0
146,9.3115,400,0,0,0.0319,491,25
147,334.1004,400,1,1,0.0354,491,0
148,522.7115,400,1,1,0.0350,491,0
149,554.2470,400,1,1,0.0360,491,0
150,504.3565,400,1,1,0.0359,491,0
151,453.9038,400,1,1,0.0332,491,0
152,537.7754,400,1,1,0.0327,491,0
153,537.7119,400,1,1,0.0317,491,0
154,7.5036,118,0,0,0.7161,491,52
155,369.7306,400,1,1,0.0368,491,0
156,10.4421,131,0,0,0.6834,491,16
157,582.9653,400,1,1,0.0359,491,0
158,599.7335,400,1,1,0.0329,491,0
159,395.2577,400,1,1,0.0338,491,0
160,570.1001,400,1,1,0.0305,491,0
161,506.5081,400,1,1,0.0353,491,0
162,476.4807,400,1,1,0.0301,491,0
163,575.1879,400,1,1,0.0321,491,0
164,532.8933,400,1,1,0.0303,491,0
165,528.4364,400,1,1,0.0361,491,0
166,8.8240,153,0,0,0.6294,491,18
167,500.8201,400,1,1,0.0306,491,0
168,432.3046,400,1,1,0.0311,491,0
169,386.6126,400,1,1,0.0301,491,0
170,525.8969,400,1,1,0.0320,491,0
171,522.7820,400,1,1,0.0307,491,0
172,420.8189,400,1,1,0.0302,491,0
173,560.2474,400,1,1,0.0317,491,0
174,9.7673,164,0,0,0.6023,491,8
175,586.9458,400,1,1,0.0320,491,0
176,496.4693,400,1,1,0.0306,491,0
177,10.6376,201,0,0,0.5126,491,9
178,470.0684,400,1,1,0.0301,491,0
179,507.9310,400,1,1,0.0324,491,0
180,312.4306,400,1,1,0.0339,491,0
181,473.5193,400,1,1,0.0301,491,0
182,551.7117,400,1,1,0.0301,491,0
183,564.8757,400,1,1,0.0330,491,0
184,557.0569,400,1,1,0.0315,491,0
185,455.7354,400,1,1,0.0311,491,0
186,9.6210,132,0,0,0.6799,491,21
187,544.4054,400,1,1,0.0305,491,0
188,8.3360,155,0,0,0.6253,491,17
189,566.3663,400,1,1,0.0310,491,0
190,524.9717,400,1,1,0.0310,491,0
191,516.2779,400,1,1,0.0315,491,0
192,559.2714,400,1,1,0.0303,491,0
193,596.7549,400,1,1,0.0331,491,0
194,320.6833,400,1,1,0.0303,491,0
195,406.6968,400,1,1,0.0301,491,0
196,423.1836,400,1,1,0.0303,491,0
197,438.4687,400,1,1,0.0328,491,0
198,288.8023,400,1,1,0.0343,491,0
199,465.6293,400,1,1,0.0301,491,0
